 Date Time CO OZ NO2 NO
 02.02.13 00:00 0.12 ---- 0.27 0.09
 -------- 01:00 0.13 ---- 0.27 0.11
 -------- 02:00 0.12 0.01 0.26 0.11
 -------- 03:00 0.07 0.02 0.23 0.06
 -------- 04:00 0.08 0.04 0.20 0.05
 02.02.13 05:00 0.07 0.02 0.25 0.08
 -------- 06:00 0.09 0.01 0.26 0.10
 -------- 07:00 0.09 0.01 0.25 0.07
 -------- 08:00 0.13 0.01 0.27 0.17
 -------- 09:00 0.15 0.01 0.28 0.17
 02.02.13 10:00 0.17 0.01 0.27 0.12
 -------- 11:00 0.15 0.02 0.28 0.16
 -------- 12:00 0.16 0.05 0.27 0.15
 -------- 13:00 0.16 0.05 0.27 0.16
 -------- 14:00 0.15 0.06 0.26 0.13
 02.02.13 15:00 0.13 0.08 0.25 0.12
 -------- 16:00 0.15 0.05 0.29 0.10
 -------- 17:00 0.19 0.01 0.34 0.15
 -------- 18:00 0.13 0.01 0.31 0.07
 -------- 19:00 0.19 0.01 0.32 0.13
 02.02.13 20:00 0.16 0.04 0.28 0.06
 -------- 21:00 0.15 0.02 0.30 0.09
 -------- 22:00 0.13 0.03 0.27 0.10
 -------- 23:00 0.14 0.02 0.27 0.09
 -------- 00:00 0.19 0.01 0.28 0.11
 03.02.13 01:00 0.15 0.01 0.27 0.12
 -------- 02:00 0.14 ---- 0.28 0.17
 -------- 03:00 0.14 0.01 0.27 0.15
 -------- 04:00 0.09 0.01 0.26 0.05
 -------- 05:00 0.07 0.04 0.23 0.02
 03.02.13 06:00 0.07 0.05 0.21 0.02
 -------- 07:00 0.06 0.07 0.20 0.02
 -------- 08:00 0.06 0.08 0.19 0.02
 -------- 09:00 0.06 0.08 0.23 0.03
 -------- 10:00 0.07 0.05 0.25 0.03
 03.02.13 11:00 0.05 0.07 0.24 0.03
 -------- 12:00 0.06 0.09 0.22 0.03
 -------- 13:00 0.05 0.12 0.20 0.03
 -------- 14:00 0.04 0.15 0.18 0.03
 -------- 15:00 0.08 0.16 0.19 0.02
 03.02.13 16:00 0.09 0.15 0.19 0.03
 -------- 17:00 0.11 0.12 0.22 0.02
 -------- 18:00 0.12 0.10 0.23 0.03
 -------- 19:00 0.11 0.10 0.21 0.04
 -------- 20:00 0.13 0.09 0.22 0.04
 03.02.13 21:00 0.15 0.06 0.26 0.06
 -------- 22:00 0.13 0.04 0.27 0.05
 -------- 23:00 0.11 0.03 0.28 0.04
 -------- 00:00 0.18 0.01 0.30 0.09
