 Date Time CO OZ NO2 NO
 04.02.13 00:00 0.14 0.02 0.28 0.04
 -------- 01:00 0.09 0.07 0.22 0.03
 -------- 02:00 0.08 0.06 0.23 0.04
 -------- 03:00 0.06 0.05 0.22 0.02
 -------- 04:00 0.07 0.05 0.23 0.05
 04.02.13 05:00 0.08 0.03 0.24 0.07
 -------- 06:00 0.11 0.01 0.26 0.08
 -------- 07:00 0.15 0.01 0.26 0.07
 -------- 08:00 0.23 0.01 0.29 0.22
 -------- 09:00 0.30 ---- 0.31 0.28
 04.02.13 10:00 0.17 0.01 0.33 0.29
 -------- 11:00 0.26 0.01 0.32 0.34
 -------- 12:00 0.23 0.01 0.32 0.29
 -------- 13:00 0.13 0.01 0.26 0.16
 -------- 14:00 0.08 0.04 0.17 0.08
 04.02.13 15:00 0.11 0.05 0.18 0.09
 -------- 16:00 0.07 0.07 0.16 0.07
 -------- 17:00 0.05 0.09 0.15 0.05
 -------- 18:00 0.04 0.07 0.17 0.05
 -------- 19:00 0.04 0.11 0.13 0.04
 04.02.13 20:00 0.04 0.14 0.12 0.04
 -------- 21:00 0.06 0.15 0.15 0.04
 -------- 22:00 0.06 0.16 0.14 0.03
 -------- 23:00 0.04 0.15 0.14 0.02
 -------- 00:00 0.04 0.08 0.20 0.03
 05.02.13 01:00 0.04 0.14 0.13 0.02
 -------- 02:00 0.03 0.20 0.11 0.01
 -------- 03:00 0.02 0.20 0.14 0.01
 -------- 04:00 0.02 0.24 0.11 0.01
 -------- 05:00 0.02 0.31 0.07 0.01
 05.02.13 06:00 0.02 0.29 0.09 0.02
 -------- 07:00 0.06 0.27 0.10 0.02
 -------- 08:00 0.07 0.23 0.14 0.03
 -------- 09:00 0.07 0.24 0.15 0.03
 -------- 10:00 0.11 0.15 0.24 0.08
 05.02.13 11:00 0.15 0.10 0.28 0.13
 -------- 12:00 0.11 0.14 0.25 0.09
 -------- 13:00 0.14 0.11 0.26 0.12
 -------- 14:00 0.15 0.10 0.27 0.14
 -------- 15:00 0.17 0.06 0.32 0.16
 05.02.13 16:00 0.18 0.04 0.34 0.18
 -------- 17:00 0.14 0.04 0.30 0.12
 -------- 18:00 0.11 0.04 0.32 0.09
