 Date Time CO OZ NO2 NO
 24.12.12 12:00 0.35 0.01 0.53 0.54
 -------- 13:00 0.33 0.01 0.56 0.55
 -------- 14:00 0.31 0.01 0.55 0.52
 -------- 15:00 0.29 0.01 0.56 0.47
 -------- 16:00 0.27 0.01 0.56 0.43
 24.12.12 17:00 0.21 0.01 0.52 0.40
 -------- 18:00 0.19 0.01 0.46 0.33
 -------- 19:00 0.18 0.01 0.43 0.27
 -------- 20:00 0.17 0.01 0.41 0.23
 -------- 21:00 0.15 0.01 0.39 0.21
 24.12.12 22:00 0.13 0.01 0.38 0.22
 -------- 23:00 0.11 0.01 0.38 0.21
 -------- 00:00 0.09 0.01 0.37 0.15
 -------- 01:00 0.07 0.01 0.36 0.11
 -------- 02:00 0.07 0.01 0.35 0.10
 25.12.12 03:00 0.04 0.01 0.34 0.09
 -------- 04:00 0.09 0.01 0.33 0.08
 -------- 05:00 0.07 0.01 0.33 0.06
 -------- 06:00 0.09 0.01 0.32 0.07
 -------- 07:00 0.11 0.01 0.31 0.07
 25.12.12 08:00 0.14 0.01 0.31 0.09
 -------- 09:00 0.14 0.01 0.32 0.12
 -------- 10:00 0.14 0.01 0.30 0.12
 -------- 11:00 0.13 0.01 0.30 0.12
 -------- 12:00 0.15 0.02 0.32 0.14
 25.12.12 13:00 0.12 0.02 0.30 0.13
 -------- 14:00 0.13 0.02 0.33 0.14
 -------- 15:00 0.13 0.02 0.31 0.13
 -------- 16:00 0.11 0.02 0.31 0.10
 -------- 17:00 0.11 0.02 0.30 0.10
 25.12.12 18:00 0.13 0.01 0.31 0.11
 -------- 19:00 0.15 0.01 0.31 0.13
 -------- 20:00 0.12 0.01 0.29 0.09
 -------- 21:00 0.10 0.01 0.27 0.05
 -------- 22:00 0.09 0.02 0.25 0.05
 25.12.12 23:00 0.07 0.02 0.25 0.05
 -------- 00:00 0.11 0.02 0.27 0.06
 -------- 01:00 0.07 0.05 0.23 0.03
 -------- 02:00 0.06 0.09 0.20 0.02
 -------- 03:00 0.06 0.12 0.17 0.01
 26.12.12 04:00 0.06 0.12 0.18 0.01
 -------- 05:00 0.06 0.10 0.19 0.01
 -------- 06:00 0.07 0.10 0.19 0.02
 -------- 07:00 0.09 0.07 0.23 0.06
 -------- 08:00 0.11 0.06 0.23 0.07
 26.12.12 09:00 0.15 0.04 0.26 0.11
 -------- 10:00 0.13 0.01 0.29 0.15
 -------- 11:00 0.12 0.02 0.26 0.11
