 Date Time CO OZ NO2 NO
 06.10.12 12:00 0.12 0.05 0.22 0.06
 -------- 13:00 0.13 0.09 0.22 0.11
 -------- 14:00 0.13 0.06 0.23 0.13
 -------- 15:00 0.12 0.08 0.22 0.11
 -------- 16:00 0.09 0.08 0.19 0.08
 06.10.12 17:00 0.08 0.10 0.17 0.07
 -------- 18:00 0.05 0.16 0.13 0.05
 -------- 19:00 0.05 0.15 0.13 0.06
 -------- 20:00 0.05 0.16 0.11 0.05
 -------- 21:00 0.03 0.18 0.12 0.04
 06.10.12 22:00 0.04 0.19 0.09 0.03
 -------- 23:00 0.03 0.19 0.10 0.02
 -------- 00:00 0.03 0.19 0.10 0.02
 -------- 01:00 0.03 0.19 0.10 0.02
 -------- 02:00 0.07 0.10 0.18 0.03
 07.10.12 03:00 0.06 0.08 0.17 0.02
 -------- 04:00 0.07 0.06 0.21 0.02
 -------- 05:00 0.06 0.04 0.22 0.01
 -------- 06:00 0.06 0.04 0.23 0.03
 -------- 07:00 0.06 0.03 0.22 0.02
 07.10.12 08:00 0.05 0.09 0.17 0.02
 -------- 09:00 0.09 0.07 0.21 0.05
 -------- 10:00 0.13 0.03 0.23 0.07
 -------- 11:00 0.10 0.10 0.19 0.08
 -------- 12:00 0.08 0.16 0.14 0.06
 07.10.12 13:00 0.07 0.24 0.10 0.04
 -------- 14:00 0.05 0.25 0.09 0.03
 -------- 15:00 0.05 0.27 0.10 0.03
 -------- 16:00 0.04 0.22 0.10 0.03
 -------- 17:00 0.06 0.25 0.15 0.34
 07.10.12 18:00 0.07 0.20 0.15 0.05
 -------- 19:00 0.07 0.15 0.19 0.05
 -------- 20:00 0.11 0.12 0.23 0.07
 -------- 21:00 0.17 0.03 0.31 0.17
 -------- 22:00 0.85 0.01 0.35 0.28
 07.10.12 23:00 0.28 0.01 0.34 0.22
 -------- 00:00 0.26 0.01 0.31 0.25
 -------- 01:00 0.37 0.01 0.29 0.43
 -------- 02:00 0.50 0.01 0.28 0.57
 -------- 03:00 0.29 0.01 0.24 0.33
 08.10.12 04:00 0.33 0.01 0.22 0.43
 -------- 05:00 0.31 0.01 0.23 0.45
 -------- 06:00 0.25 0.01 0.26 0.38
 -------- 07:00 0.17 0.01 0.30 0.33
 -------- 08:00 0.25 0.01 0.32 0.37
 08.10.12 09:00 0.18 0.01 0.37 0.23
 -------- 10:00 0.11 0.01 0.34 0.14
 -------- 11:00 0.07 0.02 0.32 0.07
