 Date Time CO OZ NO2 NO
 13.11.12 00:00 0.07 0.04 0.14 0.04
 -------- 01:00 0.09 0.03 0.19 0.06
 -------- 02:00 0.08 0.04 0.18 0.03
 -------- 03:00 0.04 0.10 0.13 0.01
 -------- 04:00 0.05 0.09 0.14 0.02
 13.11.12 05:00 0.04 0.10 0.13 0.02
 -------- 06:00 0.05 0.08 0.15 0.04
 -------- 07:00 0.07 0.10 0.16 0.05
 -------- 08:00 0.12 0.04 0.25 0.10
 -------- 09:00 0.13 0.03 0.26 0.13
 13.11.12 10:00 0.13 0.04 0.26 0.13
 -------- 11:00 0.09 0.10 0.20 0.07
 -------- 12:00 0.08 0.13 0.19 0.08
 -------- 13:00 0.08 0.16 0.16 0.06
 -------- 14:00 0.06 0.15 0.18 0.07
 13.11.12 15:00 0.07 0.14 0.19 0.06
 -------- 16:00 0.08 0.14 0.20 0.07
 -------- 17:00 0.09 0.10 0.24 0.09
 -------- 18:00 0.09 0.06 0.25 0.07
 -------- 19:00 0.08 0.11 0.22 0.06
 13.11.12 20:00 0.09 0.12 0.21 0.05
 -------- 21:00 0.05 0.15 0.17 0.04
 -------- 22:00 0.04 0.12 0.19 0.03
 -------- 23:00 0.04 0.13 0.16 0.04
 -------- 00:00 0.04 0.20 0.12 0.02
 14.11.12 01:00 0.03 0.24 0.10 0.02
 -------- 02:00 0.02 0.25 0.09 0.02
 -------- 03:00 0.03 0.25 0.08 0.01
 -------- 04:00 0.02 0.29 0.09 0.01
 -------- 05:00 0.02 0.27 0.11 0.01
 14.11.12 06:00 0.02 0.26 0.12 0.01
 -------- 07:00 0.05 0.26 0.16 0.03
 -------- 08:00 0.05 0.21 0.19 0.04
 -------- 09:00 0.07 0.16 0.22 0.06
 -------- 10:00 0.06 0.16 0.22 0.07
 14.11.12 11:00 0.07 0.13 0.23 0.06
 -------- 12:00 0.05 0.20 0.17 0.05
 -------- 13:00 0.05 0.18 0.20 0.05
 -------- 14:00 0.06 0.16 0.19 0.06
 -------- 15:00 0.07 0.15 0.21 0.06
 14.11.12 16:00 0.08 0.10 0.23 0.07
 -------- 17:00 0.08 0.10 0.22 0.07
 -------- 18:00 0.08 0.10 0.20 0.06
 -------- 19:00 0.07 0.10 0.17 0.05
 -------- 20:00 0.06 0.10 0.15 0.04
 14.11.12 21:00 0.09 0.11 0.15 0.04
 -------- 22:00 0.07 0.10 0.15 0.04
 -------- 23:00 0.07 0.10 0.15 0.03
