 Date Time CO OZ NO2 NO
 23.09.12 12:00 0.08 0.05 0.20 0.05
 -------- 13:00 0.09 0.04 0.20 0.05
 -------- 14:00 0.11 0.02 0.23 0.07
 -------- 15:00 0.15 0.01 0.23 0.11
 -------- 16:00 0.16 0.01 0.22 0.13
 23.09.12 17:00 0.15 0.01 0.23 0.13
 -------- 18:00 0.15 0.01 0.21 0.09
 -------- 19:00 0.13 0.01 0.20 0.08
 -------- 20:00 0.14 ---- 0.20 0.10
 -------- 21:00 0.15 0.01 0.22 0.08
 23.09.12 22:00 0.09 0.05 0.21 0.05
 -------- 23:00 0.09 0.04 0.24 0.06
 -------- 00:00 0.07 0.05 0.23 0.04
 -------- 01:00 0.04 0.06 0.19 0.03
 -------- 02:00 0.03 0.07 0.16 0.03
 24.09.12 03:00 0.03 0.08 0.13 0.02
 -------- 04:00 0.04 0.08 0.11 0.02
 -------- 05:00 0.04 0.08 0.11 0.02
 -------- 06:00 0.05 0.07 0.14 0.04
 -------- 07:00 0.07 0.09 0.16 0.05
 24.09.12 08:00 0.11 0.08 0.23 0.10
 -------- 09:00 0.13 0.03 0.25 0.12
 -------- 10:00 0.14 0.04 0.21 0.12
 -------- 11:00 0.11 0.05 0.18 0.09
 -------- 12:00 0.09 0.08 0.18 0.08
 24.09.12 13:00 0.10 0.07 0.19 0.09
 -------- 14:00 0.10 0.10 0.19 0.10
 -------- 15:00 0.07 0.14 0.15 0.06
 -------- 16:00 0.07 0.10 0.18 0.07
 -------- 17:00 0.07 0.10 0.17 0.06
 24.09.12 18:00 0.07 0.07 0.17 0.07
 -------- 19:00 0.10 0.05 0.18 0.06
 -------- 20:00 0.10 0.03 0.20 0.08
 -------- 21:00 0.11 0.04 0.20 0.07
 -------- 22:00 0.11 0.03 0.20 0.08
 24.09.12 23:00 0.07 0.03 0.17 0.05
 -------- 00:00 0.07 0.04 0.15 0.04
 -------- 01:00 0.05 0.06 0.12 0.03
 -------- 02:00 0.04 0.04 0.13 0.02
 -------- 03:00 0.03 0.06 0.11 0.02
 25.09.12 04:00 0.02 0.09 0.09 0.02
 -------- 05:00 0.02 0.09 0.09 0.02
 -------- 06:00 0.04 0.06 0.14 0.03
 -------- 07:00 0.07 0.04 0.17 0.06
 -------- 08:00 0.09 0.04 0.18 0.07
 25.09.12 09:00 0.08 0.04 0.20 0.08
 -------- 10:00 0.09 0.08 0.16 0.07
 -------- 11:00 0.09 0.08 0.17 0.08
