 Date Time CO OZ NO2 NO
 06.02.13 00:00 0.16 0.05 0.26 0.05
 -------- 01:00 0.14 0.12 0.18 0.03
 -------- 02:00 0.13 0.16 0.15 0.02
 -------- 03:00 ---- 0.20 0.12 0.02
 -------- 04:00 ---- 0.21 0.12 0.03
 06.02.13 05:00 ---- 0.21 0.13 0.02
 -------- 06:00 ---- 0.19 0.16 0.03
 -------- 07:00 ---- 0.11 0.24 0.08
 -------- 08:00 0.02 0.04 0.31 0.12
 -------- 09:00 0.02 0.06 0.29 0.10
 06.02.13 10:00 0.02 0.10 0.27 0.10
 -------- 11:00 0.04 0.08 0.31 0.13
 -------- 12:00 0.05 0.08 0.29 0.11
 -------- 13:00 0.02 0.08 0.29 0.11
 -------- 14:00 ---- 0.11 0.28 0.10
 06.02.13 15:00 ---- 0.07 0.32 0.09
 -------- 16:00 ---- 0.06 0.33 0.08
 -------- 17:00 ---- 0.05 0.33 0.06
 -------- 18:00 ---- 0.06 0.31 0.07
 -------- 19:00 ---- 0.11 0.23 0.05
 06.02.13 20:00 ---- 0.10 0.23 0.06
 -------- 21:00 ---- 0.05 0.26 0.07
 -------- 22:00 ---- 0.05 0.25 0.06
 -------- 23:00 0.02 0.05 0.26 0.06
 -------- 00:00 ---- 0.05 0.25 0.04
 07.02.13 01:00 ---- 0.07 0.24 0.03
 -------- 02:00 ---- 0.02 0.28 0.03
 -------- 03:00 ---- 0.09 0.21 0.02
 -------- 04:00 ---- 0.18 0.13 0.02
 -------- 05:00 ---- 0.18 0.13 0.02
 07.02.13 06:00 ---- 0.20 0.14 0.02
 -------- 07:00 ---- 0.06 0.23 0.03
 -------- 08:00 ---- 0.06 0.23 0.07
 -------- 09:00 0.02 0.04 0.26 0.09
 -------- 10:00 0.02 0.04 0.26 0.08
 07.02.13 11:00 0.02 0.05 0.23 0.09
 -------- 12:00 0.02 0.08 0.22 0.07
 -------- 13:00 ---- 0.07 0.25 0.10
 -------- 14:00 ---- 0.06 0.25 0.09
 -------- 15:00 ---- 0.07 0.26 0.07
 07.02.13 16:00 0.10 0.06 0.25 0.08
 -------- 17:00 0.06 0.02 0.26 0.06
 -------- 18:00 0.03 0.04 0.23 0.04
 -------- 19:00 0.09 0.06 0.20 0.05
 -------- 20:00 0.04 0.05 0.21 0.04
 07.02.13 21:00 0.05 0.04 0.21 0.04
 -------- 22:00 0.05 0.05 0.18 0.04
 -------- 23:00 0.04 0.05 0.19 0.03
 -------- 00:00 0.02 0.05 0.18 0.03
