 Date Time CO OZ NO2 NO
 18.12.12 12:00 0.14 0.03 0.27 0.16
 -------- 13:00 0.11 0.03 0.25 0.13
 -------- 14:00 0.11 0.03 0.26 0.14
 -------- 15:00 0.12 0.03 0.27 0.13
 -------- 16:00 0.11 0.02 0.26 0.12
 18.12.12 17:00 0.09 0.01 0.27 0.10
 -------- 18:00 0.09 0.01 0.26 0.07
 -------- 19:00 0.08 0.01 0.26 0.07
 -------- 20:00 0.08 0.01 0.26 0.07
 -------- 21:00 0.06 0.01 0.24 0.06
 18.12.12 22:00 0.07 0.02 0.23 0.03
 -------- 23:00 0.07 0.03 0.23 0.03
 -------- 00:00 0.06 0.04 0.21 0.02
 -------- 01:00 0.06 0.04 0.22 0.02
 -------- 02:00 0.06 0.04 0.21 0.01
 19.12.12 03:00 0.06 0.02 0.23 0.02
 -------- 04:00 0.05 0.04 0.20 0.01
 -------- 05:00 0.05 0.05 0.19 0.01
 -------- 06:00 0.07 0.03 0.21 0.02
 -------- 07:00 0.06 0.01 0.23 0.04
 19.12.12 08:00 0.11 0.01 0.24 0.05
 -------- 09:00 0.13 0.01 0.26 0.10
 -------- 10:00 0.11 0.01 0.26 0.10
 -------- 11:00 0.10 0.02 0.26 0.11
 -------- 12:00 0.10 0.03 0.26 0.12
 19.12.12 13:00 0.10 0.04 0.27 0.14
 -------- 14:00 0.11 0.04 0.27 0.14
 -------- 15:00 0.10 0.04 0.27 0.12
 -------- 16:00 0.13 0.03 0.28 0.10
 -------- 17:00 0.09 0.01 0.30 0.09
 19.12.12 18:00 0.66 0.01 0.31 0.12
 -------- 19:00 0.14 0.01 0.32 0.12
 -------- 20:00 0.11 0.01 0.32 0.09
 -------- 21:00 0.13 0.01 0.34 0.13
 -------- 22:00 0.16 0.01 0.33 0.18
 19.12.12 23:00 0.13 0.01 0.32 0.16
 -------- 00:00 0.13 0.01 0.32 0.16
 -------- 01:00 0.11 0.01 0.31 0.14
 -------- 02:00 0.09 0.01 0.29 0.11
 -------- 03:00 0.07 0.01 0.29 0.08
 20.12.12 04:00 0.09 0.01 0.29 0.07
 -------- 05:00 0.08 0.01 0.30 0.08
 -------- 06:00 0.09 0.01 0.30 0.10
 -------- 07:00 0.18 0.01 0.31 0.14
 -------- 08:00 0.18 0.01 0.33 0.18
 20.12.12 09:00 0.23 0.01 0.34 0.21
 -------- 10:00 0.20 0.01 0.33 0.21
 -------- 11:00 0.18 0.01 0.33 0.20
