 Date Time CO OZ NO2 NO
 20.01.13 12:00 0.21 0.02 0.34 0.26
 -------- 13:00 0.20 0.02 0.35 0.25
 -------- 14:00 0.21 0.02 0.36 0.26
 -------- 15:00 0.24 0.02 0.38 0.29
 -------- 16:00 0.26 0.01 0.40 0.30
 20.01.13 17:00 0.23 0.01 0.38 0.25
 -------- 18:00 0.26 0.01 0.37 0.27
 -------- 19:00 0.26 0.01 0.36 0.28
 -------- 20:00 0.17 0.01 0.33 0.19
 -------- 21:00 0.17 0.01 0.31 0.15
 20.01.13 22:00 0.13 0.01 0.27 0.09
 -------- 23:00 0.15 0.01 0.25 0.08
 -------- 00:00 0.11 0.01 0.24 0.05
 -------- 01:00 0.07 0.01 0.23 0.04
 -------- 02:00 0.06 0.01 0.20 0.02
 21.01.13 03:00 0.07 0.01 0.21 0.05
 -------- 04:00 0.06 0.01 0.21 0.04
 -------- 05:00 0.06 0.01 0.21 0.03
 -------- 06:00 0.09 0.01 0.24 0.09
 -------- 07:00 0.19 0.01 0.27 0.17
 21.01.13 08:00 0.14 0.01 0.25 0.12
 -------- 09:00 0.15 0.01 0.25 0.14
 -------- 10:00 0.13 0.01 0.21 0.12
 -------- 11:00 0.12 0.02 0.20 0.12
 -------- 12:00 0.10 0.04 0.17 0.11
 21.01.13 13:00 0.10 0.06 0.17 0.10
 -------- 14:00 0.10 0.07 0.16 0.09
 -------- 15:00 0.09 0.09 0.17 0.08
 -------- 16:00 0.07 0.08 0.18 0.07
 -------- 17:00 0.10 0.07 0.20 0.08
 21.01.13 18:00 0.09 0.06 0.21 0.08
 -------- 19:00 0.09 0.09 0.21 0.04
 -------- 20:00 0.08 0.13 0.20 0.04
 -------- 21:00 0.11 0.11 0.21 0.05
 -------- 22:00 0.07 0.12 0.19 0.03
 21.01.13 23:00 0.06 0.17 0.15 0.02
 -------- 00:00 0.05 0.16 0.16 0.02
 -------- 01:00 0.04 0.20 0.14 0.02
 -------- 02:00 0.05 0.24 0.13 0.01
 -------- 03:00 0.04 0.25 0.13 0.02
 22.01.13 04:00 0.04 0.25 0.14 0.02
 -------- 05:00 0.05 0.25 0.13 0.01
 -------- 06:00 0.07 0.12 0.24 0.04
 -------- 07:00 0.11 0.03 0.31 0.07
 -------- 08:00 0.11 0.06 0.29 0.08
 22.01.13 09:00 0.13 0.05 0.31 0.10
 -------- 10:00 0.15 0.04 0.30 0.11
 -------- 11:00 0.12 0.07 0.28 0.12
