 Date Time CO OZ NO2 NO
 16.04.13 12:00 0.12 0.18 0.45 0.10
 -------- 13:00 0.08 0.39 0.26 0.04
 -------- 14:00 0.05 0.47 0.20 0.04
 -------- 15:00 0.09 0.53 0.18 0.04
 -------- 16:00 0.02 0.54 0.13 0.03
 16.04.13 17:00 0.02 0.55 0.13 0.02
 -------- 18:00 0.02 0.55 0.14 0.02
 -------- 19:00 0.02 0.52 0.16 0.02
 -------- 20:00 0.03 0.46 0.20 0.02
 -------- 21:00 0.03 0.37 0.26 0.03
 16.04.13 22:00 0.05 0.31 0.29 0.02
 -------- 23:00 0.09 0.19 0.38 0.05
 -------- 00:00 0.16 0.10 0.43 0.08
 -------- 01:00 0.07 0.27 0.25 0.02
 -------- 02:00 0.07 0.29 0.23 0.01
 17.04.13 03:00 0.08 0.20 0.32 0.05
 -------- 04:00 0.19 0.01 0.48 0.32
 -------- 05:00 0.29 0.01 0.51 0.39
 -------- 06:00 0.43 0.01 0.58 0.92
 -------- 07:00 0.87 0.01 0.75 1.44
 17.04.13 08:00 0.41 0.01 0.56 0.44
 -------- 09:00 0.24 0.03 0.52 0.25
 -------- 10:00 0.17 0.07 0.46 0.16
 -------- 11:00 0.15 0.14 0.38 0.11
 -------- 12:00 0.09 0.22 0.33 0.07
 17.04.13 13:00 0.06 0.38 0.17 0.03
 -------- 14:00 0.05 0.44 0.16 0.02
 -------- 15:00 0.05 0.46 0.18 0.03
 -------- 16:00 0.05 0.54 0.15 0.02
 -------- 17:00 0.05 0.56 0.19 0.03
 17.04.13 18:00 0.07 0.55 0.20 0.04
 -------- 19:00 0.08 0.51 0.20 0.04
 -------- 20:00 0.11 0.38 0.33 0.06
 -------- 21:00 0.19 0.14 0.50 0.07
 -------- 22:00 0.20 0.05 0.57 0.09
 17.04.13 23:00 0.22 0.04 0.57 0.09
 -------- 00:00 0.05 0.11 0.50 0.06
 -------- 01:00 0.02 0.33 0.31 0.04
 -------- 02:00 0.02 0.32 0.35 0.03
 -------- 03:00 ---- 0.34 0.29 0.02
 18.04.13 04:00 ---- 0.46 0.22 0.02
 -------- 05:00 0.02 0.47 0.23 0.02
 -------- 06:00 0.02 0.22 0.41 0.07
 -------- 07:00 0.07 0.21 1.52 1.13
 -------- 08:00 0.05 0.23 0.42 0.11
 18.04.13 09:00 0.07 0.23 0.41 0.10
 -------- 10:00 0.05 0.25 0.36 0.07
 -------- 11:00 0.03 0.35 0.30 0.06
