 Date Time CO OZ NO2 NO
 13.11.12 12:00 0.08 0.13 0.19 0.08
 -------- 13:00 0.08 0.16 0.16 0.06
 -------- 14:00 0.06 0.15 0.18 0.07
 -------- 15:00 0.07 0.14 0.19 0.06
 -------- 16:00 0.08 0.14 0.20 0.07
 13.11.12 17:00 0.09 0.10 0.24 0.09
 -------- 18:00 0.09 0.06 0.25 0.07
 -------- 19:00 0.08 0.11 0.22 0.06
 -------- 20:00 0.09 0.12 0.21 0.05
 -------- 21:00 0.05 0.15 0.17 0.04
 13.11.12 22:00 0.04 0.12 0.19 0.03
 -------- 23:00 0.04 0.13 0.16 0.04
 -------- 00:00 0.04 0.20 0.12 0.02
 -------- 01:00 0.03 0.24 0.10 0.02
 -------- 02:00 0.02 0.25 0.09 0.02
 14.11.12 03:00 0.03 0.25 0.08 0.01
 -------- 04:00 0.02 0.29 0.09 0.01
 -------- 05:00 0.02 0.27 0.11 0.01
 -------- 06:00 0.02 0.26 0.12 0.01
 -------- 07:00 0.05 0.26 0.16 0.03
 14.11.12 08:00 0.05 0.21 0.19 0.04
 -------- 09:00 0.07 0.16 0.22 0.06
 -------- 10:00 0.06 0.16 0.22 0.07
 -------- 11:00 0.07 0.13 0.23 0.06
 -------- 12:00 0.05 0.20 0.17 0.05
 14.11.12 13:00 0.05 0.18 0.20 0.05
 -------- 14:00 0.06 0.16 0.19 0.06
 -------- 15:00 0.07 0.15 0.21 0.06
 -------- 16:00 0.08 0.10 0.23 0.07
 -------- 17:00 0.08 0.10 0.22 0.07
 14.11.12 18:00 0.08 0.10 0.20 0.06
 -------- 19:00 0.07 0.10 0.17 0.05
 -------- 20:00 0.06 0.10 0.15 0.04
 -------- 21:00 0.09 0.11 0.15 0.04
 -------- 22:00 0.07 0.10 0.15 0.04
 14.11.12 23:00 0.07 0.10 0.15 0.03
 -------- 00:00 0.07 0.11 0.13 0.03
 -------- 01:00 0.05 0.14 0.11 0.03
 -------- 02:00 0.04 0.15 0.09 0.02
 -------- 03:00 0.04 0.17 0.08 0.01
 15.11.12 04:00 0.04 0.16 0.08 0.01
 -------- 05:00 0.04 0.15 0.09 0.01
 -------- 06:00 0.04 0.10 0.13 0.03
 -------- 07:00 0.07 0.08 0.15 0.05
 -------- 08:00 0.10 0.06 0.18 0.06
 15.11.12 09:00 0.11 0.05 0.19 0.11
 -------- 10:00 0.10 0.04 0.19 0.10
 -------- 11:00 0.09 0.05 0.19 0.09
