 Date Time CO OZ NO2 NO
 29.01.13 12:00 0.25 0.01 0.40 0.33
 -------- 13:00 0.25 0.01 0.42 0.33
 -------- 14:00 0.21 0.01 0.39 0.29
 -------- 15:00 0.20 0.02 0.37 0.23
 -------- 16:00 0.17 0.01 0.37 0.25
 29.01.13 17:00 0.18 0.01 0.38 0.27
 -------- 18:00 0.18 0.01 0.37 0.25
 -------- 19:00 0.19 0.01 0.38 0.25
 -------- 20:00 0.15 0.01 0.34 0.14
 -------- 21:00 0.15 0.01 0.34 0.15
 29.01.13 22:00 0.15 0.01 0.32 0.12
 -------- 23:00 0.11 0.01 0.33 0.10
 -------- 00:00 0.07 0.01 0.33 0.09
 -------- 01:00 0.13 0.01 0.34 0.16
 -------- 02:00 0.11 0.01 0.33 0.12
 30.01.13 03:00 0.09 0.01 0.31 0.08
 -------- 04:00 0.08 0.01 0.30 0.07
 -------- 05:00 0.08 ---- 0.32 0.13
 -------- 06:00 0.09 ---- 0.32 0.14
 -------- 07:00 0.09 0.01 0.30 0.09
 30.01.13 08:00 0.11 0.01 0.31 0.15
 -------- 09:00 0.15 ---- 0.32 0.18
 -------- 10:00 0.13 0.01 0.30 0.18
 -------- 11:00 0.17 0.01 0.32 0.26
 -------- 12:00 0.17 0.01 0.32 0.24
 30.01.13 13:00 0.17 0.01 0.30 0.22
 -------- 14:00 0.15 0.01 0.31 0.20
 -------- 15:00 0.17 0.01 0.34 0.23
 -------- 16:00 0.20 0.01 0.32 0.21
 -------- 17:00 0.19 0.01 0.32 0.20
 30.01.13 18:00 0.19 0.01 0.32 0.20
 -------- 19:00 0.19 0.01 0.32 0.17
 -------- 20:00 0.21 0.01 0.31 0.15
 -------- 21:00 0.13 0.01 0.30 0.10
 -------- 22:00 0.11 0.01 0.31 0.07
 30.01.13 23:00 0.09 0.01 0.31 0.06
 -------- 00:00 0.07 0.01 0.31 0.06
 -------- 01:00 0.06 0.01 0.28 0.03
 -------- 02:00 0.04 0.02 0.26 0.03
 -------- 03:00 0.04 0.05 0.22 0.02
 31.01.13 04:00 0.05 0.06 0.22 0.04
 -------- 05:00 0.03 0.08 0.21 0.03
 -------- 06:00 0.04 0.04 0.25 0.05
 -------- 07:00 0.11 0.03 0.27 0.06
 -------- 08:00 0.12 0.01 0.27 0.08
 31.01.13 09:00 0.13 0.01 0.29 0.10
 -------- 10:00 0.11 0.01 0.27 0.07
 -------- 11:00 0.12 0.02 0.27 0.10
