 Date Time CO OZ NO2 NO
 08.12.12 12:00 ---- 0.01 0.16 0.10
 -------- 13:00 ---- 0.01 0.17 0.11
 -------- 14:00 ---- 0.01 0.19 0.15
 -------- 15:00 ---- 0.01 0.19 0.16
 -------- 16:00 0.02 0.01 0.21 0.20
 08.12.12 17:00 ---- 0.01 0.20 0.20
 -------- 18:00 ---- 0.01 0.20 0.20
 -------- 19:00 ---- 0.01 0.20 0.20
 -------- 20:00 ---- 0.01 0.20 0.18
 -------- 21:00 ---- 0.01 0.19 0.16
 08.12.12 22:00 ---- 0.01 0.20 0.21
 -------- 23:00 ---- 0.01 0.21 0.26
 -------- 00:00 ---- 0.01 0.21 0.27
 -------- 01:00 ---- 0.01 0.21 0.27
 -------- 02:00 ---- 0.01 0.20 0.24
 09.12.12 03:00 0.02 0.01 0.19 0.18
 -------- 04:00 ---- 0.01 0.20 0.28
 -------- 05:00 ---- 0.01 0.20 0.24
 -------- 06:00 ---- 0.01 0.20 0.25
 -------- 07:00 ---- 0.01 0.22 0.37
 09.12.12 08:00 0.02 0.01 0.23 0.33
 -------- 09:00 0.02 0.01 0.20 0.20
 -------- 10:00 ---- 0.01 0.18 0.18
 -------- 11:00 ---- 0.01 0.19 0.15
 -------- 12:00 ---- 0.04 0.19 0.09
 09.12.12 13:00 ---- 0.07 0.20 0.10
 -------- 14:00 ---- 0.08 0.19 0.09
 -------- 15:00 ---- 0.08 0.19 0.09
 -------- 16:00 ---- 0.08 0.21 0.10
 -------- 17:00 ---- 0.06 0.22 0.10
 09.12.12 18:00 ---- 0.02 0.28 0.15
 -------- 19:00 ---- 0.01 0.29 0.16
 -------- 20:00 ---- 0.01 0.28 0.15
 -------- 21:00 ---- 0.01 0.28 0.14
 -------- 22:00 ---- 0.01 0.29 0.17
 09.12.12 23:00 ---- 0.01 0.28 0.17
 -------- 00:00 ---- 0.01 0.29 0.18
 -------- 01:00 ---- 0.01 0.29 0.21
 -------- 02:00 ---- 0.01 0.31 0.30
 -------- 03:00 ---- 0.01 0.31 0.26
 10.12.12 04:00 ---- 0.01 0.30 0.27
 -------- 05:00 ---- 0.01 0.32 0.30
 -------- 06:00 ---- 0.01 0.30 0.19
 -------- 07:00 ---- 0.01 0.28 0.16
 -------- 08:00 ---- 0.01 0.27 0.17
 10.12.12 09:00 ---- 0.01 0.23 0.09
 -------- 10:00 ---- 0.01 0.21 0.06
 -------- 11:00 ---- 0.01 0.20 0.08
