 Date Time CO OZ NO2 NO
 10.11.12 00:00 0.05 0.21 0.11 0.02
 -------- 01:00 0.05 0.23 0.11 0.02
 -------- 02:00 0.03 0.24 0.11 0.01
 -------- 03:00 0.02 0.21 0.12 0.01
 -------- 04:00 0.02 0.19 0.12 0.01
 10.11.12 05:00 0.02 0.16 0.13 0.01
 -------- 06:00 0.04 0.13 0.15 0.03
 -------- 07:00 0.05 0.12 0.17 0.03
 -------- 08:00 0.07 0.08 0.21 0.05
 -------- 09:00 0.08 0.06 0.23 0.06
 10.11.12 10:00 0.13 0.04 0.26 0.10
 -------- 11:00 0.10 0.05 0.24 0.09
 -------- 12:00 0.11 0.06 0.24 0.11
 -------- 13:00 0.09 0.13 0.17 0.07
 -------- 14:00 0.08 0.15 0.18 0.07
 10.11.12 15:00 0.08 0.15 0.19 0.06
 -------- 16:00 0.11 0.13 0.23 0.08
 -------- 17:00 0.11 0.10 0.25 0.07
 -------- 18:00 0.09 0.10 0.24 0.04
 -------- 19:00 0.13 0.05 0.29 0.07
 10.11.12 20:00 0.19 0.01 0.33 0.15
 -------- 21:00 0.25 0.01 0.34 0.24
 -------- 22:00 0.27 0.01 0.33 0.25
 -------- 23:00 0.23 0.01 0.33 0.20
 -------- 00:00 0.23 0.01 0.31 0.24
 11.11.12 01:00 0.22 0.01 0.30 0.24
 -------- 02:00 0.26 0.01 0.33 0.43
 -------- 03:00 0.40 0.01 0.35 0.62
 -------- 04:00 0.42 0.01 0.32 0.62
 -------- 05:00 0.29 0.01 0.30 0.36
 11.11.12 06:00 0.13 0.01 0.31 0.18
 -------- 07:00 0.12 0.01 0.31 0.16
 -------- 08:00 0.09 0.01 0.30 0.08
 -------- 09:00 0.13 0.01 0.31 0.12
 -------- 10:00 0.19 0.01 0.32 0.23
 11.11.12 11:00 0.15 0.03 0.31 0.18
 -------- 12:00 0.11 0.07 0.26 0.12
 -------- 13:00 0.09 0.08 0.22 0.07
 -------- 14:00 0.15 0.08 0.25 0.11
 -------- 15:00 0.12 0.07 0.25 0.09
 11.11.12 16:00 0.13 0.03 0.28 0.10
 -------- 17:00 0.13 0.01 0.28 0.13
 -------- 18:00 0.13 0.01 0.29 0.12
 -------- 19:00 0.12 0.01 0.27 0.10
 -------- 20:00 0.11 0.01 0.27 0.10
 11.11.12 21:00 0.09 0.01 0.27 0.08
 -------- 22:00 0.07 0.01 0.27 0.08
 -------- 23:00 0.12 0.01 0.27 0.07
