 Date Time CO OZ NO2 NO
 19.11.12 00:00 0.04 0.15 0.11 0.02
 -------- 01:00 0.05 0.16 0.12 0.02
 -------- 02:00 0.05 0.15 0.10 0.01
 -------- 03:00 0.04 0.15 0.10 0.02
 -------- 04:00 0.05 0.16 0.09 0.01
 19.11.12 05:00 0.05 0.15 0.10 0.02
 -------- 06:00 0.07 0.12 0.14 0.04
 -------- 07:00 0.09 0.08 0.15 0.07
 -------- 08:00 0.15 0.04 0.22 0.13
 -------- 09:00 0.10 0.05 0.19 0.09
 19.11.12 10:00 0.10 0.07 0.19 0.11
 -------- 11:00 0.08 0.06 0.18 0.09
 -------- 12:00 0.10 0.06 0.17 0.11
 -------- 13:00 0.09 0.05 0.18 0.11
 -------- 14:00 0.11 0.04 0.20 0.14
 19.11.12 15:00 0.08 0.04 0.20 0.09
 -------- 16:00 0.12 0.02 0.24 0.14
 -------- 17:00 0.10 0.03 0.20 0.11
 -------- 18:00 0.11 0.02 0.20 0.12
 -------- 19:00 0.11 0.03 0.18 0.09
 19.11.12 20:00 0.07 0.03 0.19 0.09
 -------- 21:00 0.11 0.03 0.16 0.09
 -------- 22:00 0.11 0.01 0.16 0.09
 -------- 23:00 0.09 0.01 0.15 0.07
 -------- 00:00 0.07 0.02 0.14 0.04
 20.11.12 01:00 0.07 0.01 0.12 0.04
 -------- 02:00 0.05 0.02 0.12 0.02
 -------- 03:00 0.05 0.02 0.12 0.02
 -------- 04:00 0.04 0.02 0.11 0.03
 -------- 05:00 0.05 0.01 0.11 0.03
 20.11.12 06:00 0.06 0.01 0.13 0.07
 -------- 07:00 0.13 0.01 0.14 0.11
 -------- 08:00 0.13 ---- 0.14 0.12
 -------- 09:00 0.13 0.01 0.15 0.14
 -------- 10:00 0.15 0.01 0.16 0.16
 20.11.12 11:00 0.15 0.01 0.16 0.21
 -------- 12:00 0.17 0.01 0.18 0.20
 -------- 13:00 0.19 0.01 0.23 0.22
 -------- 14:00 0.17 0.01 0.23 0.19
 -------- 15:00 0.11 0.06 0.22 0.10
 20.11.12 16:00 0.12 0.07 0.21 0.10
 -------- 17:00 0.10 0.06 0.19 0.08
 -------- 18:00 0.13 0.06 0.21 0.10
 -------- 19:00 0.09 0.08 0.17 0.06
 -------- 20:00 0.07 0.13 0.14 0.04
 20.11.12 21:00 0.09 0.12 0.16 0.06
 -------- 22:00 0.07 0.13 0.14 0.05
 -------- 23:00 0.08 0.11 0.15 0.06
