 Date Time CO OZ NO2 NO
 08.12.12 00:00 ---- 0.01 0.18 0.03
 -------- 01:00 ---- 0.01 0.17 0.02
 -------- 02:00 ---- 0.03 0.15 0.01
 -------- 03:00 ---- 0.04 0.13 0.01
 -------- 04:00 ---- 0.04 0.13 0.01
 08.12.12 05:00 ---- 0.03 0.13 0.01
 -------- 06:00 ---- 0.02 0.14 0.02
 -------- 07:00 ---- 0.01 0.15 0.02
 -------- 08:00 ---- 0.01 0.16 0.04
 -------- 09:00 ---- 0.01 0.17 0.05
 08.12.12 10:00 ---- 0.01 0.17 0.06
 -------- 11:00 ---- 0.01 0.16 0.08
 -------- 12:00 ---- 0.01 0.16 0.09
 -------- 13:00 ---- 0.01 0.17 0.11
 -------- 14:00 ---- 0.01 0.19 0.15
 08.12.12 15:00 ---- 0.01 0.19 0.16
 -------- 16:00 0.02 0.01 0.21 0.20
 -------- 17:00 ---- 0.01 0.20 0.20
 -------- 18:00 ---- 0.01 0.20 0.20
 -------- 19:00 ---- 0.01 0.20 0.20
 08.12.12 20:00 ---- 0.01 0.20 0.18
 -------- 21:00 ---- 0.01 0.19 0.16
 -------- 22:00 ---- 0.01 0.20 0.21
 -------- 23:00 ---- 0.01 0.21 0.26
 -------- 00:00 ---- 0.01 0.21 0.27
 09.12.12 01:00 ---- 0.01 0.21 0.27
 -------- 02:00 ---- 0.01 0.20 0.24
 -------- 03:00 0.02 0.01 0.19 0.18
 -------- 04:00 ---- 0.01 0.20 0.28
 -------- 05:00 ---- 0.01 0.20 0.24
 09.12.12 06:00 ---- 0.01 0.20 0.25
 -------- 07:00 ---- 0.01 0.22 0.37
 -------- 08:00 0.02 0.01 0.23 0.33
 -------- 09:00 0.02 0.01 0.20 0.20
 -------- 10:00 ---- 0.01 0.18 0.18
 09.12.12 11:00 ---- 0.01 0.19 0.15
 -------- 12:00 ---- 0.04 0.19 0.09
 -------- 13:00 ---- 0.07 0.20 0.10
 -------- 14:00 ---- 0.08 0.19 0.09
 -------- 15:00 ---- 0.08 0.19 0.09
 09.12.12 16:00 ---- 0.08 0.21 0.10
 -------- 17:00 ---- 0.06 0.22 0.10
 -------- 18:00 ---- 0.02 0.28 0.15
 -------- 19:00 ---- 0.01 0.29 0.16
 -------- 20:00 ---- 0.01 0.28 0.15
 09.12.12 21:00 ---- 0.01 0.28 0.14
 -------- 22:00 ---- 0.01 0.29 0.17
 -------- 23:00 ---- 0.01 0.28 0.17
