 Date Time CO OZ NO2 NO
 04.11.12 12:00 0.12 0.08 0.20 0.07
 -------- 13:00 0.13 0.06 0.20 0.08
 -------- 14:00 0.11 0.07 0.19 0.07
 -------- 15:00 0.11 0.07 0.20 0.07
 -------- 16:00 0.12 0.07 0.20 0.08
 04.11.12 17:00 0.13 0.07 0.22 0.09
 -------- 18:00 0.11 0.09 0.20 0.06
 -------- 19:00 0.09 0.09 0.19 0.05
 -------- 20:00 0.09 0.08 0.20 0.07
 -------- 21:00 0.11 0.09 0.19 0.06
 04.11.12 22:00 0.13 0.06 0.21 0.08
 -------- 23:00 0.12 0.08 0.17 0.05
 -------- 00:00 0.09 0.09 0.16 0.04
 -------- 01:00 0.06 0.12 0.12 0.03
 -------- 02:00 0.05 0.15 0.12 0.02
 05.11.12 03:00 0.04 0.25 0.07 0.01
 -------- 04:00 0.03 0.26 0.06 0.01
 -------- 05:00 0.04 0.24 0.06 0.01
 -------- 06:00 0.05 0.23 0.07 0.01
 -------- 07:00 0.06 0.21 0.09 0.02
 05.11.12 08:00 0.06 0.12 0.17 0.02
 -------- 09:00 0.08 0.12 0.17 0.04
 -------- 10:00 0.14 0.03 0.26 0.12
 -------- 11:00 0.13 0.05 0.23 0.09
 -------- 12:00 0.15 0.05 0.24 0.08
 05.11.12 13:00 0.13 0.04 0.27 0.10
 -------- 14:00 0.15 0.02 0.30 0.11
 -------- 15:00 0.12 0.02 0.29 0.09
 -------- 16:00 0.11 0.02 0.29 0.07
 -------- 17:00 0.09 0.03 0.25 0.03
 05.11.12 18:00 0.07 0.03 0.22 0.03
 -------- 19:00 0.08 0.01 0.22 0.03
 -------- 20:00 0.08 0.01 0.21 0.06
 -------- 21:00 0.06 0.01 0.20 0.05
 -------- 22:00 0.06 0.01 0.21 0.04
 05.11.12 23:00 0.05 0.06 0.18 0.03
 -------- 00:00 0.03 0.16 0.13 0.02
 -------- 01:00 0.03 0.19 0.14 0.02
 -------- 02:00 0.03 0.23 0.09 0.01
 -------- 03:00 0.04 0.23 0.08 0.01
 06.11.12 04:00 0.04 0.23 0.08 0.01
 -------- 05:00 0.04 0.20 0.10 0.01
 -------- 06:00 0.05 0.18 0.12 0.02
 -------- 07:00 0.07 0.11 0.19 0.04
 -------- 08:00 0.09 0.07 0.22 0.05
 06.11.12 09:00 0.09 0.06 0.22 0.04
 -------- 10:00 0.12 0.04 0.24 0.07
 -------- 11:00 0.09 0.04 0.23 0.06
