 Date Time CO OZ NO2 NO
 02.04.13 00:00 0.10 ---- 0.39 0.08
 -------- 01:00 0.07 0.01 0.39 0.06
 -------- 02:00 0.07 0.01 0.39 0.08
 -------- 03:00 0.03 0.07 0.29 0.03
 -------- 04:00 0.04 0.05 0.32 0.07
 02.04.13 05:00 0.03 0.08 0.27 0.06
 -------- 06:00 0.11 0.03 0.34 0.15
 -------- 07:00 0.13 0.02 0.33 0.14
 -------- 08:00 0.15 0.03 0.34 0.15
 -------- 09:00 0.09 0.11 0.26 0.10
 02.04.13 10:00 0.08 0.19 0.25 0.09
 -------- 11:00 0.07 0.28 0.18 0.06
 -------- 12:00 0.07 0.29 0.18 0.06
 -------- 13:00 0.07 0.32 0.18 0.06
 -------- 14:00 0.07 0.30 0.22 0.06
 02.04.13 15:00 0.07 0.30 0.21 0.06
 -------- 16:00 0.07 0.36 0.21 0.06
 -------- 17:00 0.07 0.29 0.26 0.10
 -------- 18:00 0.07 0.27 0.29 0.10
 -------- 19:00 0.08 0.24 0.30 0.10
 02.04.13 20:00 0.10 0.24 0.32 0.09
 -------- 21:00 0.07 0.29 0.25 0.10
 -------- 22:00 0.09 0.37 0.22 0.06
 -------- 23:00 0.08 0.33 0.25 0.04
 -------- 00:00 0.06 0.37 0.19 0.03
 03.04.13 01:00 0.07 0.36 0.20 0.03
 -------- 02:00 0.07 0.34 0.22 0.02
 -------- 03:00 ---- 0.33 0.20 0.02
 -------- 04:00 ---- 0.38 0.17 0.02
 -------- 05:00 ---- 0.32 0.20 0.03
 03.04.13 06:00 ---- 0.19 0.33 0.08
 -------- 07:00 ---- 0.03 0.45 0.15
 -------- 08:00 ---- 0.02 0.47 0.18
 -------- 09:00 ---- 0.08 0.37 0.09
 -------- 10:00 ---- 0.11 0.36 0.09
 03.04.13 11:00 ---- 0.10 0.35 0.10
 -------- 12:00 ---- 0.11 0.33 0.11
 -------- 13:00 ---- 0.18 0.25 0.07
 -------- 14:00 ---- 0.22 0.25 0.09
 -------- 15:00 ---- 0.23 0.23 0.09
 03.04.13 16:00 ---- 0.23 0.26 0.11
 -------- 17:00 ---- 0.29 0.20 0.06
 -------- 18:00 ---- 0.33 0.23 0.06
 -------- 19:00 ---- 0.36 0.19 0.03
