 Date Time CO OZ NO2 NO
 30.03.13 00:00 1.20 0.01 0.91 1.77
 -------- 01:00 1.07 0.01 0.90 1.62
 -------- 02:00 1.07 0.01 1.02 1.93
 -------- 03:00 0.90 0.01 1.04 1.75
 -------- 04:00 0.79 0.01 1.01 1.56
 30.03.13 05:00 0.65 0.01 0.96 1.41
 -------- 06:00 0.81 0.01 1.13 1.83
 -------- 07:00 0.71 0.01 0.97 1.40
 -------- 08:00 0.68 0.01 0.83 1.03
 -------- 09:00 0.20 0.01 0.62 0.35
 30.03.13 10:00 0.14 0.03 0.54 0.23
 -------- 11:00 0.09 0.09 0.46 0.14
 -------- 12:00 0.06 0.19 0.36 0.08
 -------- 13:00 0.07 0.28 0.31 0.06
 -------- 14:00 0.04 0.40 0.22 0.04
 30.03.13 15:00 0.03 0.49 0.18 0.03
 -------- 16:00 0.04 0.42 0.23 0.04
 -------- 17:00 0.04 0.47 0.19 0.03
 -------- 18:00 0.02 0.39 0.26 0.02
 -------- 19:00 0.03 0.38 0.25 0.02
 30.03.13 20:00 0.02 0.38 0.25 0.01
 -------- 21:00 0.04 0.33 0.27 0.02
 -------- 22:00 0.06 0.37 0.25 0.01
 -------- 23:00 0.02 0.38 0.25 0.02
 -------- 00:00 0.05 0.33 0.26 0.01
 31.03.13 01:00 0.06 0.26 0.28 0.01
 -------- 02:00 0.06 0.20 0.30 0.02
 -------- 03:00 0.06 0.12 0.35 0.02
 -------- 04:00 0.06 0.10 0.35 0.02
 -------- 05:00 0.06 0.09 0.33 0.02
 31.03.13 06:00 0.06 0.17 0.24 0.02
 -------- 07:00 0.07 0.19 0.24 0.02
 -------- 08:00 0.09 0.14 0.29 0.03
 -------- 09:00 0.09 0.11 0.32 0.04
 -------- 10:00 0.13 0.12 0.31 0.08
 31.03.13 11:00 0.10 0.18 0.27 0.07
 -------- 12:00 0.07 0.24 0.19 0.06
 -------- 13:00 0.09 0.25 0.20 0.06
 -------- 14:00 0.09 0.26 0.19 0.07
 -------- 15:00 0.13 0.26 0.19 0.06
 31.03.13 16:00 0.10 0.28 0.18 0.06
 -------- 17:00 0.07 0.32 0.17 0.04
 -------- 18:00 0.07 0.29 0.23 0.04
 -------- 19:00 0.07 0.31 0.22 0.02
 -------- 20:00 0.15 0.12 0.38 0.09
 31.03.13 21:00 0.15 0.05 0.41 0.10
 -------- 22:00 0.17 0.05 0.41 0.14
