 Date Time CO OZ NO2 NO
 28.12.12 00:00 0.06 0.01 0.22 0.10
 -------- 01:00 0.04 0.01 0.22 0.06
 -------- 02:00 0.05 0.05 0.16 0.03
 -------- 03:00 0.04 0.11 0.12 0.02
 -------- 04:00 0.04 0.13 0.11 0.02
 28.12.12 05:00 0.04 0.10 0.15 0.03
 -------- 06:00 0.06 0.09 0.16 0.05
 -------- 07:00 0.09 0.06 0.20 0.06
 -------- 08:00 0.16 0.01 0.26 0.12
 -------- 09:00 0.15 0.01 0.26 0.11
 28.12.12 10:00 0.13 0.01 0.27 0.11
 -------- 11:00 0.16 0.01 0.28 0.15
 -------- 12:00 0.14 0.02 0.28 0.14
 -------- 13:00 0.17 0.03 0.25 0.16
 -------- 14:00 0.14 0.04 0.27 0.15
 28.12.12 15:00 0.13 0.05 0.25 0.11
 -------- 16:00 0.11 0.05 0.24 0.10
 -------- 17:00 0.13 0.04 0.26 0.11
 -------- 18:00 0.14 0.04 0.25 0.12
 -------- 19:00 0.11 0.05 0.24 0.08
 28.12.12 20:00 0.12 0.05 0.24 0.09
 -------- 21:00 0.11 0.06 0.21 0.09
 -------- 22:00 0.06 0.17 0.15 0.05
 -------- 23:00 0.09 0.23 0.16 0.04
 -------- 00:00 0.06 0.22 0.16 0.04
 29.12.12 01:00 0.05 0.23 0.13 0.02
 -------- 02:00 0.02 0.28 0.09 0.01
 -------- 03:00 0.02 0.37 0.06 0.01
 -------- 04:00 0.02 0.33 0.10 0.02
 -------- 05:00 0.02 0.32 0.09 0.01
 29.12.12 06:00 0.03 0.30 0.11 0.02
 -------- 07:00 0.06 0.25 0.14 0.04
 -------- 08:00 0.06 0.21 0.18 0.05
 -------- 09:00 0.07 0.20 0.19 0.05
 -------- 10:00 0.08 0.20 0.19 0.05
 29.12.12 11:00 0.08 0.20 0.19 0.05
 -------- 12:00 0.07 0.22 0.17 0.06
 -------- 13:00 0.06 0.26 0.15 0.04
 -------- 14:00 0.07 0.28 0.13 0.03
 -------- 15:00 0.07 0.23 0.18 0.04
 29.12.12 16:00 0.08 0.21 0.16 0.03
 -------- 17:00 0.07 0.23 0.12 0.03
 -------- 18:00 0.09 0.20 0.13 0.03
 -------- 19:00 0.06 0.15 0.17 0.03
 -------- 20:00 0.06 0.20 0.11 0.02
 29.12.12 21:00 0.06 0.21 0.10 0.02
 -------- 22:00 0.07 0.18 0.13 0.03
 -------- 23:00 0.05 0.21 0.11 0.03
