 Date Time CO OZ NO2 NO
 21.10.12 12:00 0.09 0.17 0.14 0.05
 -------- 13:00 0.09 0.18 0.14 0.05
 -------- 14:00 0.09 0.18 0.15 0.06
 -------- 15:00 0.11 0.16 0.19 0.07
 -------- 16:00 0.14 0.12 0.21 0.08
 21.10.12 17:00 0.12 0.14 0.20 0.07
 -------- 18:00 0.14 0.09 0.24 0.07
 -------- 19:00 0.13 0.06 0.24 0.06
 -------- 20:00 0.12 0.07 0.21 0.07
 -------- 21:00 0.08 0.13 0.14 0.03
 21.10.12 22:00 0.08 0.17 0.13 0.03
 -------- 23:00 0.06 0.19 0.11 0.03
 -------- 00:00 0.05 0.19 0.12 0.02
 -------- 01:00 0.04 0.20 0.10 0.02
 -------- 02:00 0.06 0.21 0.08 0.01
 22.10.12 03:00 0.04 0.20 0.08 0.01
 -------- 04:00 0.05 0.18 0.09 0.01
 -------- 05:00 0.06 0.17 0.09 0.01
 -------- 06:00 0.06 0.11 0.12 0.02
 -------- 07:00 0.09 0.05 0.19 0.05
 22.10.12 08:00 0.13 0.01 0.22 0.08
 -------- 09:00 0.16 0.01 0.23 0.14
 -------- 10:00 0.11 0.02 0.15 0.08
 -------- 11:00 0.08 0.04 0.13 0.05
 -------- 12:00 0.07 0.03 0.14 0.08
 22.10.12 13:00 0.05 0.03 0.10 0.05
 -------- 14:00 0.04 0.11 0.13 0.03
 -------- 15:00 0.04 0.15 0.14 0.02
 -------- 16:00 0.04 0.18 0.13 0.02
 -------- 17:00 0.04 0.20 0.14 0.02
 22.10.12 18:00 0.07 0.16 0.18 0.03
 -------- 19:00 0.05 0.17 0.15 0.02
 -------- 20:00 0.05 0.17 0.15 0.02
 -------- 21:00 0.05 0.16 0.13 0.02
 -------- 22:00 0.04 0.21 0.09 0.02
 22.10.12 23:00 0.03 0.22 0.09 0.01
 -------- 00:00 0.02 0.20 0.09 0.01
 -------- 01:00 0.02 0.21 0.07 0.01
 -------- 02:00 0.02 0.20 0.07 0.01
 -------- 03:00 0.02 0.23 0.05 0.01
 23.10.12 04:00 0.02 0.24 0.04 0.01
 -------- 05:00 0.02 0.23 0.05 0.01
 -------- 06:00 0.03 0.23 0.06 0.01
 -------- 07:00 0.03 0.21 0.09 0.01
 -------- 08:00 0.09 0.13 0.16 0.02
 23.10.12 09:00 0.07 0.10 0.18 0.02
 -------- 10:00 0.05 0.13 0.16 0.02
 -------- 11:00 0.07 0.07 0.20 0.03
