 Date Time CO OZ NO2 NO
 04.02.13 12:00 0.22 0.01 0.32 0.28
 -------- 13:00 0.13 0.01 0.26 0.16
 -------- 14:00 0.08 0.04 0.17 0.08
 -------- 15:00 0.11 0.05 0.18 0.09
 -------- 16:00 0.07 0.07 0.16 0.07
 04.02.13 17:00 0.05 0.09 0.15 0.05
 -------- 18:00 0.04 0.07 0.17 0.05
 -------- 19:00 0.04 0.11 0.13 0.04
 -------- 20:00 0.04 0.14 0.12 0.04
 -------- 21:00 0.06 0.15 0.15 0.04
 04.02.13 22:00 0.06 0.16 0.14 0.03
 -------- 23:00 0.04 0.15 0.14 0.02
 -------- 00:00 0.04 0.08 0.20 0.03
 -------- 01:00 0.04 0.14 0.13 0.02
 -------- 02:00 0.03 0.20 0.11 0.01
 05.02.13 03:00 0.02 0.20 0.14 0.01
 -------- 04:00 0.02 0.24 0.11 0.01
 -------- 05:00 0.02 0.31 0.07 0.01
 -------- 06:00 0.02 0.29 0.09 0.02
 -------- 07:00 0.06 0.27 0.10 0.02
 05.02.13 08:00 0.07 0.23 0.14 0.03
 -------- 09:00 0.07 0.24 0.15 0.03
 -------- 10:00 0.11 0.15 0.24 0.08
 -------- 11:00 0.15 0.10 0.28 0.13
 -------- 12:00 0.11 0.14 0.25 0.09
 05.02.13 13:00 0.14 0.11 0.26 0.12
 -------- 14:00 0.15 0.10 0.27 0.14
 -------- 15:00 0.17 0.06 0.32 0.16
 -------- 16:00 0.18 0.04 0.34 0.18
 -------- 17:00 0.14 0.04 0.30 0.12
 05.02.13 18:00 0.11 0.04 0.32 0.09
 -------- 19:00 0.13 0.01 0.35 0.10
 -------- 20:00 0.14 0.01 0.35 0.10
 -------- 21:00 0.15 0.01 0.34 0.13
 -------- 22:00 0.19 0.05 0.28 0.08
 05.02.13 23:00 0.18 0.06 0.27 0.05
 -------- 00:00 0.16 0.05 0.26 0.05
 -------- 01:00 0.14 0.12 0.18 0.03
 -------- 02:00 0.13 0.16 0.15 0.02
 -------- 03:00 ---- 0.20 0.12 0.02
 06.02.13 04:00 ---- 0.21 0.12 0.03
 -------- 05:00 ---- 0.21 0.13 0.02
 -------- 06:00 ---- 0.19 0.16 0.03
 -------- 07:00 ---- 0.11 0.24 0.08
 -------- 08:00 0.02 0.04 0.31 0.12
 06.02.13 09:00 0.02 0.06 0.29 0.10
 -------- 10:00 0.02 0.10 0.27 0.10
 -------- 11:00 0.04 0.08 0.31 0.13
 -------- 12:00 0.04 0.08 0.29 0.09
