 Date Time CO OZ NO2 NO
 15.12.12 12:00 0.13 0.07 0.22 0.06
 -------- 13:00 0.09 0.08 0.22 0.06
 -------- 14:00 0.10 0.09 0.21 0.06
 -------- 15:00 0.10 0.09 0.25 0.06
 -------- 16:00 0.12 0.05 0.28 0.06
 15.12.12 17:00 0.10 0.03 0.29 0.04
 -------- 18:00 0.11 0.02 0.30 0.04
 -------- 19:00 0.08 0.04 0.27 0.03
 -------- 20:00 0.09 0.03 0.28 0.04
 -------- 21:00 0.08 0.02 0.27 0.04
 15.12.12 22:00 0.08 0.02 0.27 0.04
 -------- 23:00 0.07 0.01 0.28 0.07
 -------- 00:00 0.09 0.01 0.28 0.08
 -------- 01:00 0.08 0.01 0.28 0.09
 -------- 02:00 0.08 0.01 0.27 0.08
 16.12.12 03:00 0.08 0.01 0.27 0.10
 -------- 04:00 0.08 0.01 0.27 0.09
 -------- 05:00 0.09 0.01 0.26 0.07
 -------- 06:00 0.08 0.01 0.25 0.07
 -------- 07:00 0.08 0.01 0.26 0.09
 16.12.12 08:00 0.08 0.01 0.25 0.07
 -------- 09:00 0.07 0.01 0.25 0.07
 -------- 10:00 0.11 0.01 0.25 0.09
 -------- 11:00 0.13 0.02 0.26 0.13
 -------- 12:00 0.13 0.02 0.27 0.15
 16.12.12 13:00 0.15 0.03 0.29 0.16
 -------- 14:00 0.16 0.03 0.31 0.16
 -------- 15:00 0.15 0.03 0.34 0.17
 -------- 16:00 0.15 0.02 0.35 0.16
 -------- 17:00 0.14 0.01 0.35 0.11
 16.12.12 18:00 0.13 0.01 0.33 0.07
 -------- 19:00 0.10 0.01 0.32 0.08
 -------- 20:00 0.13 0.01 0.31 0.12
 -------- 21:00 0.12 0.01 0.32 0.11
 -------- 22:00 0.10 0.01 0.31 0.08
 16.12.12 23:00 0.53 0.01 0.31 0.12
 -------- 00:00 0.17 0.01 0.30 0.13
 -------- 01:00 0.13 0.01 0.29 0.12
 -------- 02:00 0.09 0.01 0.28 0.10
 -------- 03:00 0.08 0.01 0.27 0.08
 17.12.12 04:00 0.10 0.01 0.27 0.10
 -------- 05:00 0.08 0.01 0.28 0.13
 -------- 06:00 0.11 0.01 0.28 0.14
 -------- 07:00 0.17 0.01 0.30 0.20
 -------- 08:00 0.20 0.01 0.31 0.26
 17.12.12 09:00 0.25 0.01 0.33 0.28
 -------- 10:00 0.23 0.01 0.34 0.26
 -------- 11:00 0.42 0.01 0.53 0.72
