 Date Time CO OZ NO2 NO
 05.03.13 12:00 0.09 0.17 0.25 0.10
 -------- 13:00 0.06 0.25 0.19 0.08
 -------- 14:00 0.04 0.26 0.18 0.07
 -------- 15:00 0.05 0.25 0.22 0.08
 -------- 16:00 0.05 0.21 0.28 0.10
 05.03.13 17:00 0.06 0.16 0.31 0.09
 -------- 18:00 0.12 0.08 0.39 0.13
 -------- 19:00 0.14 0.02 0.44 0.17
 -------- 20:00 0.17 0.02 0.41 0.17
 -------- 21:00 0.16 0.01 0.44 0.17
 05.03.13 22:00 0.13 0.01 0.44 0.14
 -------- 23:00 0.15 0.01 0.45 0.19
 -------- 00:00 0.21 0.01 0.47 0.26
 -------- 01:00 0.23 0.01 0.47 0.29
 -------- 02:00 0.18 0.01 0.46 0.22
 06.03.13 03:00 0.17 0.01 0.46 0.23
 -------- 04:00 0.15 0.01 0.46 0.23
 -------- 05:00 0.14 0.01 0.45 0.21
 -------- 06:00 0.13 0.01 0.45 0.19
 -------- 07:00 0.17 0.01 0.45 0.21
 06.03.13 08:00 0.21 0.01 0.46 0.25
 -------- 09:00 0.20 0.01 0.45 0.26
 -------- 10:00 0.19 0.02 0.44 0.25
 -------- 11:00 0.19 0.04 0.42 0.24
 -------- 12:00 0.15 0.05 0.38 0.19
 06.03.13 13:00 0.16 0.08 0.35 0.15
 -------- 14:00 0.15 0.11 0.35 0.15
 -------- 15:00 0.15 0.11 0.36 0.13
 -------- 16:00 0.14 0.11 0.38 0.12
 -------- 17:00 0.12 0.15 0.37 0.08
 06.03.13 18:00 0.11 0.19 0.35 0.06
 -------- 19:00 0.18 0.15 0.39 0.05
 -------- 20:00 0.11 0.16 0.36 0.05
 -------- 21:00 0.11 0.21 0.33 0.06
 -------- 22:00 0.12 0.21 0.32 0.06
 06.03.13 23:00 0.09 0.32 0.24 0.04
 -------- 00:00 0.02 0.36 0.23 0.02
 -------- 01:00 ---- 0.49 0.14 0.01
 -------- 02:00 ---- 0.56 0.12 0.01
 -------- 03:00 ---- 0.55 0.13 0.01
 07.03.13 04:00 ---- 0.59 0.12 0.01
 -------- 05:00 ---- 0.56 0.13 0.01
 -------- 06:00 0.03 0.53 0.17 0.02
 -------- 07:00 0.05 0.42 0.27 0.04
 -------- 08:00 0.07 0.37 0.27 0.05
 07.03.13 09:00 0.04 0.38 0.23 0.05
 -------- 10:00 0.03 0.40 0.19 0.04
 -------- 11:00 0.02 0.38 0.13 0.03
