 Date Time CO OZ NO2 NO
 07.02.13 12:00 ---- 0.09 0.23 0.08
 -------- 13:00 ---- 0.07 0.25 0.10
 -------- 14:00 ---- 0.06 0.25 0.09
 -------- 15:00 ---- 0.07 0.26 0.07
 -------- 16:00 0.10 0.06 0.25 0.08
 07.02.13 17:00 0.06 0.02 0.26 0.06
 -------- 18:00 0.03 0.04 0.23 0.04
 -------- 19:00 0.09 0.06 0.20 0.05
 -------- 20:00 0.04 0.05 0.21 0.04
 -------- 21:00 0.05 0.04 0.21 0.04
 07.02.13 22:00 0.05 0.05 0.18 0.04
 -------- 23:00 0.04 0.05 0.19 0.03
 -------- 00:00 0.02 0.05 0.18 0.03
 -------- 01:00 0.02 0.05 0.18 0.02
 -------- 02:00 0.05 0.04 0.19 0.03
 08.02.13 03:00 0.06 0.05 0.18 0.02
 -------- 04:00 0.06 0.07 0.17 0.01
 -------- 05:00 0.06 0.05 0.20 0.02
 -------- 06:00 0.07 0.05 0.20 0.03
 -------- 07:00 0.08 0.03 0.24 0.04
 08.02.13 08:00 0.11 0.02 0.24 0.05
 -------- 09:00 0.17 0.02 0.26 0.05
 -------- 10:00 0.09 0.01 0.25 0.06
 -------- 11:00 0.09 0.02 0.25 0.06
 -------- 12:00 0.11 0.02 0.25 0.07
 08.02.13 13:00 0.08 0.03 0.24 0.07
 -------- 14:00 0.08 0.04 0.22 0.06
 -------- 15:00 0.06 0.04 0.20 0.06
 -------- 16:00 0.09 0.04 0.20 0.05
 -------- 17:00 0.10 0.04 0.20 0.03
 08.02.13 18:00 0.07 0.03 0.21 0.04
 -------- 19:00 0.07 0.03 0.22 0.03
 -------- 20:00 0.07 0.03 0.23 0.04
 -------- 21:00 0.07 0.05 0.21 0.03
 -------- 22:00 0.15 0.07 0.19 0.03
 08.02.13 23:00 0.11 0.09 0.17 0.02
 -------- 00:00 0.06 0.09 0.19 0.03
 -------- 01:00 0.04 0.12 0.14 0.02
 -------- 02:00 0.04 0.12 0.14 0.02
 -------- 03:00 0.04 0.13 0.14 0.02
 09.02.13 04:00 0.04 0.14 0.14 0.02
 -------- 05:00 0.04 0.11 0.17 0.02
 -------- 06:00 0.04 0.09 0.18 0.02
 -------- 07:00 0.04 0.08 0.20 0.03
 -------- 08:00 0.05 0.08 0.19 0.03
 09.02.13 09:00 0.12 0.08 0.20 0.03
 -------- 10:00 0.08 0.09 0.19 0.03
 -------- 11:00 0.07 0.09 0.18 0.03
 -------- 12:00 0.10 0.09 0.20 0.05
