 Date Time CO OZ NO2 NO
 31.10.12 12:00 0.12 0.01 0.21 0.17
 -------- 13:00 0.11 0.02 0.20 0.11
 -------- 14:00 0.10 0.02 0.20 0.11
 -------- 15:00 0.10 0.02 0.18 0.10
 -------- 16:00 0.09 0.02 0.18 0.10
 31.10.12 17:00 0.09 0.02 0.21 0.11
 -------- 18:00 0.07 0.05 0.16 0.06
 -------- 19:00 0.06 0.06 0.20 0.06
 -------- 20:00 0.06 0.09 0.18 0.05
 -------- 21:00 0.05 0.10 0.17 0.04
 31.10.12 22:00 0.05 0.16 0.12 0.03
 -------- 23:00 0.03 0.19 0.11 0.02
 -------- 00:00 0.03 0.21 0.10 0.03
 -------- 01:00 0.03 0.19 0.11 0.02
 -------- 02:00 0.04 0.23 0.07 0.01
 01.11.12 03:00 0.04 0.25 0.07 0.01
 -------- 04:00 0.04 0.23 0.08 0.01
 -------- 05:00 0.04 0.21 0.09 0.02
 -------- 06:00 0.05 0.15 0.13 0.03
 -------- 07:00 0.07 0.12 0.16 0.05
 01.11.12 08:00 0.10 0.10 0.18 0.06
 -------- 09:00 0.11 0.06 0.22 0.10
 -------- 10:00 0.11 0.06 0.22 0.11
 -------- 11:00 0.13 0.07 0.21 0.12
 -------- 12:00 0.09 0.08 0.21 0.12
 01.11.12 13:00 0.11 0.06 0.24 0.12
 -------- 14:00 0.11 0.05 0.25 0.13
 -------- 15:00 0.11 0.06 0.24 0.11
 -------- 16:00 0.11 0.06 0.23 0.10
 -------- 17:00 0.11 0.05 0.23 0.10
 01.11.12 18:00 0.14 0.03 0.25 0.13
 -------- 19:00 0.17 0.02 0.26 0.11
 -------- 20:00 0.12 0.02 0.23 0.10
 -------- 21:00 0.11 0.01 0.23 0.07
 -------- 22:00 0.11 0.01 0.24 0.12
 01.11.12 23:00 0.11 0.02 0.23 0.07
 -------- 00:00 0.11 0.01 0.23 0.10
 -------- 01:00 0.09 0.01 0.22 0.08
 -------- 02:00 0.07 0.01 0.21 0.05
 -------- 03:00 0.04 0.05 0.19 0.02
 02.11.12 04:00 0.04 0.06 0.18 0.01
 -------- 05:00 0.04 0.04 0.20 0.02
 -------- 06:00 0.07 0.01 0.23 0.07
 -------- 07:00 0.08 0.01 0.22 0.07
 -------- 08:00 0.13 0.01 0.26 0.12
 02.11.12 09:00 0.11 0.01 0.25 0.09
 -------- 10:00 0.12 0.01 0.25 0.12
 -------- 11:00 0.10 0.02 0.26 0.10
