 Date Time CO OZ NO2 NO
 12.10.12 12:00 0.25 0.01 0.38 0.46
 -------- 13:00 0.13 0.01 0.43 0.31
 -------- 14:00 0.15 0.01 0.46 0.32
 -------- 15:00 0.09 0.01 0.37 0.19
 -------- 16:00 0.12 0.01 0.31 0.25
 12.10.12 17:00 0.09 0.01 0.28 0.17
 -------- 18:00 0.08 0.01 0.23 0.18
 -------- 19:00 0.09 ---- 0.24 0.15
 -------- 20:00 0.07 0.01 0.28 0.20
 -------- 21:00 0.04 0.01 0.27 0.14
 12.10.12 22:00 0.15 0.01 0.24 0.13
 -------- 23:00 0.07 0.01 0.20 0.03
 -------- 00:00 0.05 0.05 0.17 0.02
 -------- 01:00 0.04 0.08 0.16 0.02
 -------- 02:00 0.04 0.09 0.14 0.01
 13.10.12 03:00 0.04 0.09 0.13 0.02
 -------- 04:00 0.05 0.09 0.12 0.02
 -------- 05:00 0.06 0.08 0.11 0.03
 -------- 06:00 0.06 0.07 0.14 0.03
 -------- 07:00 0.07 0.05 0.16 0.05
 13.10.12 08:00 0.10 0.03 0.17 0.05
 -------- 09:00 0.09 0.04 0.17 0.06
 -------- 10:00 0.12 0.05 0.19 0.08
 -------- 11:00 0.13 0.07 0.20 0.09
 -------- 12:00 0.11 0.08 0.18 0.08
 13.10.12 13:00 0.09 0.11 0.13 0.05
 -------- 14:00 0.10 0.11 0.13 0.06
 -------- 15:00 0.09 0.14 0.14 0.06
 -------- 16:00 0.10 0.12 0.16 0.06
 -------- 17:00 0.10 0.09 0.18 0.07
 13.10.12 18:00 0.11 0.08 0.21 0.06
 -------- 19:00 0.17 0.03 0.26 0.13
 -------- 20:00 0.20 0.01 0.28 0.18
 -------- 21:00 0.17 0.01 0.29 0.13
 -------- 22:00 0.17 0.01 0.28 0.10
 13.10.12 23:00 0.21 0.01 0.29 0.16
 -------- 00:00 0.17 0.01 0.27 0.12
 -------- 01:00 0.15 0.01 0.26 0.13
 -------- 02:00 0.12 0.01 0.22 0.09
 -------- 03:00 0.13 0.01 0.22 0.14
 14.10.12 04:00 0.12 0.01 0.20 0.12
 -------- 05:00 0.15 0.01 0.20 0.17
 -------- 06:00 0.10 0.01 0.20 0.15
 -------- 07:00 0.13 0.01 0.19 0.14
 -------- 08:00 0.17 0.01 0.19 0.18
 14.10.12 09:00 0.25 0.01 0.23 0.25
 -------- 10:00 0.42 0.01 0.29 0.28
 -------- 11:00 0.15 0.04 0.26 0.11
