 Date Time CO OZ NO2 NO
 01.04.13 12:00 0.06 0.17 0.15 0.02
 -------- 13:00 0.07 0.16 0.17 0.03
 -------- 14:00 0.06 0.13 0.20 0.04
 -------- 15:00 0.07 0.15 0.18 0.03
 -------- 16:00 0.06 0.14 0.20 0.04
 01.04.13 17:00 0.06 0.09 0.25 0.05
 -------- 18:00 0.07 0.02 0.32 0.12
 -------- 19:00 0.09 0.01 0.33 0.14
 -------- 20:00 0.11 0.01 0.35 0.14
 -------- 21:00 0.10 0.01 0.37 0.14
 01.04.13 22:00 0.19 0.01 0.37 0.09
 -------- 23:00 0.11 0.02 0.36 0.05
 -------- 00:00 0.09 ---- 0.39 0.08
 -------- 01:00 0.07 0.01 0.39 0.06
 -------- 02:00 0.07 0.01 0.39 0.08
 02.04.13 03:00 0.03 0.07 0.29 0.03
 -------- 04:00 0.04 0.05 0.32 0.07
 -------- 05:00 0.03 0.08 0.27 0.06
 -------- 06:00 0.11 0.03 0.34 0.15
 -------- 07:00 0.13 0.02 0.33 0.14
 02.04.13 08:00 0.15 0.03 0.34 0.15
 -------- 09:00 0.09 0.11 0.26 0.10
 -------- 10:00 0.08 0.19 0.25 0.09
 -------- 11:00 0.07 0.28 0.18 0.06
 -------- 12:00 0.07 0.29 0.18 0.06
 02.04.13 13:00 0.07 0.32 0.18 0.06
 -------- 14:00 0.07 0.30 0.22 0.06
 -------- 15:00 0.07 0.30 0.21 0.06
 -------- 16:00 0.07 0.36 0.21 0.06
 -------- 17:00 0.07 0.29 0.26 0.10
 02.04.13 18:00 0.07 0.27 0.29 0.10
 -------- 19:00 0.08 0.24 0.30 0.10
 -------- 20:00 0.10 0.24 0.32 0.09
 -------- 21:00 0.07 0.29 0.25 0.10
 -------- 22:00 0.09 0.37 0.22 0.06
 02.04.13 23:00 0.08 0.33 0.25 0.04
 -------- 00:00 0.06 0.37 0.19 0.03
 -------- 01:00 0.07 0.36 0.20 0.03
 -------- 02:00 0.07 0.34 0.22 0.02
 -------- 03:00 ---- 0.33 0.20 0.02
 03.04.13 04:00 ---- 0.38 0.17 0.02
 -------- 05:00 ---- 0.32 0.20 0.03
 -------- 06:00 ---- 0.19 0.33 0.08
 -------- 07:00 ---- 0.03 0.45 0.15
 -------- 08:00 ---- 0.02 0.47 0.18
 03.04.13 09:00 ---- 0.08 0.37 0.09
 -------- 10:00 ---- 0.11 0.36 0.09
 -------- 11:00 ---- 0.10 0.35 0.10
