 Date Time CO OZ NO2 NO
 26.09.12 00:00 0.07 0.03 0.15 0.05
 -------- 01:00 0.06 0.03 0.14 0.04
 -------- 02:00 0.05 0.04 0.13 0.03
 -------- 03:00 0.05 0.05 0.12 0.03
 -------- 04:00 0.03 0.07 0.09 0.02
 26.09.12 05:00 0.05 0.04 0.12 0.02
 -------- 06:00 0.07 0.06 0.11 0.04
 -------- 07:00 1.19 0.01 0.18 0.14
 -------- 08:00 0.19 0.01 0.18 0.18
 -------- 09:00 0.17 0.01 0.18 0.16
 26.09.12 10:00 0.13 0.02 0.19 0.14
 -------- 11:00 0.11 0.04 0.18 0.13
 -------- 12:00 0.09 0.06 0.18 0.09
 -------- 13:00 0.09 0.08 0.18 0.09
 -------- 14:00 0.10 0.10 0.20 0.10
 26.09.12 15:00 0.10 0.08 0.20 0.09
 -------- 16:00 0.10 0.09 0.20 0.10
 -------- 17:00 0.10 0.07 0.22 0.09
 -------- 18:00 0.10 0.07 0.23 0.10
 -------- 19:00 0.09 0.02 0.24 0.08
 26.09.12 20:00 0.15 0.01 0.25 0.17
 -------- 21:00 0.14 0.01 0.22 0.14
 -------- 22:00 0.25 0.01 0.21 0.23
 -------- 23:00 0.21 0.01 0.22 0.23
 -------- 00:00 0.16 0.01 0.24 0.24
 27.09.12 01:00 0.17 ---- 0.22 0.26
 -------- 02:00 0.17 0.01 0.19 0.21
 -------- 03:00 0.19 0.01 0.18 0.29
 -------- 04:00 0.23 0.01 0.17 0.35
 -------- 05:00 0.19 0.01 0.13 0.27
 27.09.12 06:00 0.17 ---- 0.13 0.28
 -------- 07:00 0.21 ---- 0.15 0.33
 -------- 08:00 0.29 0.01 0.19 0.46
 -------- 09:00 0.29 0.01 0.21 0.40
 -------- 10:00 0.27 0.01 0.29 0.35
 27.09.12 11:00 0.19 0.01 0.37 0.21
 -------- 12:00 0.09 0.04 0.28 0.12
 -------- 13:00 0.10 0.06 0.27 0.12
 -------- 14:00 0.05 0.08 0.24 0.08
 -------- 15:00 0.05 0.08 0.23 0.06
 27.09.12 16:00 0.03 0.07 0.25 0.04
 -------- 17:00 0.04 0.09 0.21 0.03
 -------- 18:00 0.06 0.05 0.28 0.05
 -------- 19:00 0.09 0.01 0.32 0.08
 -------- 20:00 0.08 0.01 0.33 0.07
 27.09.12 21:00 0.10 0.02 0.30 0.05
 -------- 22:00 0.11 0.05 0.28 0.04
 -------- 23:00 0.10 0.02 0.32 0.05
