 Date Time CO OZ NO2 NO
 24.03.13 00:00 0.02 0.37 0.12 0.01
 -------- 01:00 0.02 0.39 0.10 0.01
 -------- 02:00 0.02 0.44 0.07 0.01
 -------- 03:00 0.02 0.45 0.06 0.01
 -------- 04:00 0.02 0.46 0.05 0.01
 24.03.13 05:00 0.02 0.46 0.06 0.01
 -------- 06:00 0.02 0.47 0.05 0.01
 -------- 07:00 0.02 0.48 0.06 0.01
 -------- 08:00 0.02 0.46 0.08 0.01
 -------- 09:00 0.04 0.46 0.08 0.01
 24.03.13 10:00 0.04 0.44 0.08 0.01
 -------- 11:00 0.05 0.40 0.11 0.02
 -------- 12:00 0.04 0.39 0.12 0.02
 -------- 13:00 0.04 0.38 0.12 0.02
 -------- 14:00 0.04 0.36 0.13 0.03
 24.03.13 15:00 0.05 0.36 0.10 0.02
 -------- 16:00 0.04 0.35 0.12 0.02
 -------- 17:00 0.05 0.36 0.12 0.02
 -------- 18:00 0.04 0.35 0.13 0.02
 -------- 19:00 0.04 0.35 0.10 0.02
 24.03.13 20:00 0.04 0.36 0.10 0.02
 -------- 21:00 0.04 0.35 0.09 0.02
 -------- 22:00 0.04 0.37 0.08 0.02
 -------- 23:00 0.07 0.36 0.09 0.02
 -------- 00:00 0.02 0.37 0.08 0.02
 25.03.13 01:00 0.02 0.41 0.05 0.01
 -------- 02:00 0.02 0.43 0.05 0.01
 -------- 03:00 0.02 0.44 0.05 0.01
 -------- 04:00 0.02 0.44 0.05 0.01
 -------- 05:00 0.02 0.42 0.07 0.01
 25.03.13 06:00 0.02 0.41 0.07 0.01
 -------- 07:00 0.03 0.38 0.10 0.01
 -------- 08:00 0.06 0.33 0.14 0.03
 -------- 09:00 0.07 0.37 0.11 0.02
 -------- 10:00 0.04 0.41 0.09 0.02
 25.03.13 11:00 0.05 0.41 0.09 0.03
 -------- 12:00 0.04 0.40 0.09 0.03
 -------- 13:00 0.05 0.37 0.10 0.04
 -------- 14:00 0.05 0.43 0.09 0.03
 -------- 15:00 0.02 0.41 0.11 0.05
 25.03.13 16:00 0.02 0.41 0.11 0.04
 -------- 17:00 0.04 0.39 0.13 0.05
 -------- 18:00 0.04 0.33 0.18 0.07
 -------- 19:00 0.05 0.32 0.18 0.06
 -------- 20:00 0.05 0.27 0.22 0.08
 25.03.13 21:00 0.05 0.29 0.16 0.06
 -------- 22:00 0.05 0.28 0.18 0.08
 -------- 23:00 0.06 0.23 0.21 0.11
