 Date Time CO OZ NO2 NO
 05.03.13 00:00 0.08 0.12 0.28 0.05
 -------- 01:00 0.05 0.14 0.24 0.03
 -------- 02:00 0.05 0.17 0.22 0.02
 -------- 03:00 0.04 0.21 0.19 0.02
 -------- 04:00 0.05 0.14 0.24 0.02
 05.03.13 05:00 0.05 0.12 0.25 0.02
 -------- 06:00 0.07 0.07 0.30 0.03
 -------- 07:00 0.09 0.03 0.35 0.06
 -------- 08:00 0.14 0.02 0.36 0.10
 -------- 09:00 0.21 0.03 0.43 0.23
 05.03.13 10:00 0.30 0.03 0.49 0.38
 -------- 11:00 0.19 0.06 0.45 0.28
 -------- 12:00 0.09 0.15 0.28 0.13
 -------- 13:00 0.06 0.25 0.19 0.08
 -------- 14:00 0.04 0.26 0.18 0.07
 05.03.13 15:00 0.05 0.25 0.22 0.08
 -------- 16:00 0.05 0.21 0.28 0.10
 -------- 17:00 0.06 0.16 0.31 0.09
 -------- 18:00 0.12 0.08 0.39 0.13
 -------- 19:00 0.14 0.02 0.44 0.17
 05.03.13 20:00 0.17 0.02 0.41 0.17
 -------- 21:00 0.16 0.01 0.44 0.17
 -------- 22:00 0.13 0.01 0.44 0.14
 -------- 23:00 0.15 0.01 0.45 0.19
 -------- 00:00 0.21 0.01 0.47 0.26
 06.03.13 01:00 0.23 0.01 0.47 0.29
 -------- 02:00 0.18 0.01 0.46 0.22
 -------- 03:00 0.17 0.01 0.46 0.23
 -------- 04:00 0.15 0.01 0.46 0.23
 -------- 05:00 0.14 0.01 0.45 0.21
 06.03.13 06:00 0.13 0.01 0.45 0.19
 -------- 07:00 0.17 0.01 0.45 0.21
 -------- 08:00 0.21 0.01 0.46 0.25
 -------- 09:00 0.20 0.01 0.45 0.26
 -------- 10:00 0.19 0.02 0.44 0.25
 06.03.13 11:00 0.19 0.04 0.42 0.24
 -------- 12:00 0.15 0.05 0.38 0.19
 -------- 13:00 0.16 0.08 0.35 0.15
 -------- 14:00 0.15 0.11 0.35 0.15
 -------- 15:00 0.15 0.11 0.36 0.13
 06.03.13 16:00 0.14 0.11 0.38 0.12
 -------- 17:00 0.12 0.15 0.37 0.08
 -------- 18:00 0.11 0.19 0.35 0.06
 -------- 19:00 0.18 0.15 0.39 0.05
 -------- 20:00 0.11 0.16 0.36 0.05
 06.03.13 21:00 0.11 0.21 0.33 0.06
 -------- 22:00 0.12 0.21 0.32 0.06
 -------- 23:00 0.09 0.32 0.24 0.04
