 Date Time CO OZ NO2 NO
 08.10.12 00:00 0.25 0.01 0.30 0.23
 -------- 01:00 0.37 0.01 0.29 0.43
 -------- 02:00 0.50 0.01 0.28 0.57
 -------- 03:00 0.29 0.01 0.24 0.33
 -------- 04:00 0.33 0.01 0.22 0.43
 08.10.12 05:00 0.31 0.01 0.23 0.45
 -------- 06:00 0.25 0.01 0.26 0.38
 -------- 07:00 0.17 0.01 0.30 0.33
 -------- 08:00 0.25 0.01 0.32 0.37
 -------- 09:00 0.18 0.01 0.37 0.23
 08.10.12 10:00 0.11 0.01 0.34 0.14
 -------- 11:00 0.07 0.02 0.32 0.07
 -------- 12:00 0.05 0.07 0.27 0.03
 -------- 13:00 0.03 0.08 0.30 0.04
 -------- 14:00 0.06 0.05 0.33 0.06
 08.10.12 15:00 0.05 0.05 0.31 0.06
 -------- 16:00 0.05 0.09 0.26 0.03
 -------- 17:00 0.07 0.07 0.27 0.04
 -------- 18:00 0.07 0.10 0.22 0.03
 -------- 19:00 0.06 0.11 0.19 0.02
 08.10.12 20:00 0.07 0.13 0.18 0.03
 -------- 21:00 0.09 0.11 0.19 0.04
 -------- 22:00 0.07 0.09 0.19 0.02
 -------- 23:00 0.07 0.09 0.19 0.04
 -------- 00:00 0.07 0.11 0.15 0.04
 09.10.12 01:00 0.06 0.10 0.16 0.03
 -------- 02:00 0.05 0.11 0.14 0.02
 -------- 03:00 0.04 0.11 0.13 0.01
 -------- 04:00 0.05 0.13 0.11 0.01
 -------- 05:00 0.04 0.15 0.10 0.01
 09.10.12 06:00 0.04 0.12 0.14 0.02
 -------- 07:00 0.07 0.06 0.21 0.04
 -------- 08:00 0.13 0.05 0.23 0.08
 -------- 09:00 0.11 0.05 0.24 0.09
 -------- 10:00 0.11 0.07 0.24 0.10
 09.10.12 11:00 0.11 0.08 0.23 0.09
 -------- 12:00 0.11 0.09 0.22 0.08
 -------- 13:00 0.10 0.13 0.20 0.07
 -------- 14:00 0.09 0.15 0.17 0.04
 -------- 15:00 0.10 0.10 0.23 0.08
 09.10.12 16:00 0.07 0.11 0.20 0.05
 -------- 17:00 0.09 0.12 0.20 0.06
 -------- 18:00 0.07 0.11 0.19 0.04
 -------- 19:00 0.10 0.12 0.19 0.05
 -------- 20:00 0.07 0.12 0.16 0.02
 09.10.12 21:00 0.09 0.12 0.18 0.06
 -------- 22:00 0.11 0.12 0.19 0.07
 -------- 23:00 0.09 0.09 0.21 0.06
