 Date Time CO OZ NO2 NO
 03.03.13 12:00 0.07 0.12 0.35 0.11
 -------- 13:00 0.06 0.13 0.31 0.09
 -------- 14:00 0.05 0.23 0.21 0.05
 -------- 15:00 0.03 0.28 0.17 0.04
 -------- 16:00 0.02 0.34 0.15 0.02
 03.03.13 17:00 0.04 0.34 0.15 0.02
 -------- 18:00 0.02 0.34 0.15 0.02
 -------- 19:00 0.03 0.30 0.17 0.01
 -------- 20:00 0.02 0.35 0.13 0.01
 -------- 21:00 0.03 0.33 0.14 0.01
 03.03.13 22:00 0.02 0.36 0.12 0.01
 -------- 23:00 0.12 0.38 0.11 0.01
 -------- 00:00 0.02 0.37 0.09 0.01
 -------- 01:00 0.02 0.37 0.10 0.01
 -------- 02:00 0.02 0.37 0.09 0.01
 04.03.13 03:00 0.02 0.41 0.07 0.01
 -------- 04:00 0.02 0.41 0.07 0.01
 -------- 05:00 0.04 0.38 0.09 0.01
 -------- 06:00 0.03 0.35 0.12 0.01
 -------- 07:00 0.05 0.28 0.18 0.01
 04.03.13 08:00 0.05 0.26 0.20 0.01
 -------- 09:00 0.07 0.23 0.24 0.03
 -------- 10:00 0.06 0.28 0.20 0.03
 -------- 11:00 0.06 0.28 0.19 0.04
 -------- 12:00 0.04 0.32 0.15 0.03
 04.03.13 13:00 0.03 0.38 0.09 0.02
 -------- 14:00 0.07 0.42 0.09 0.02
 -------- 15:00 0.02 0.43 0.09 0.02
 -------- 16:00 0.02 0.45 0.08 0.01
 -------- 17:00 0.03 0.40 0.11 0.02
 04.03.13 18:00 0.04 0.36 0.13 0.02
 -------- 19:00 0.04 0.35 0.15 0.02
 -------- 20:00 0.05 0.37 0.15 0.02
 -------- 21:00 0.04 0.31 0.17 0.02
 -------- 22:00 0.05 0.28 0.19 0.01
 04.03.13 23:00 0.04 0.23 0.20 0.01
 -------- 00:00 0.07 0.15 0.26 0.04
 -------- 01:00 0.05 0.14 0.24 0.03
 -------- 02:00 0.05 0.17 0.22 0.02
 -------- 03:00 0.04 0.21 0.19 0.02
 05.03.13 04:00 0.05 0.14 0.24 0.02
 -------- 05:00 0.05 0.12 0.25 0.02
 -------- 06:00 0.07 0.07 0.30 0.03
 -------- 07:00 0.09 0.03 0.35 0.06
 -------- 08:00 0.14 0.02 0.36 0.10
 05.03.13 09:00 0.21 0.03 0.43 0.23
 -------- 10:00 0.30 0.03 0.49 0.38
 -------- 11:00 0.19 0.06 0.45 0.28
