 Date Time CO OZ NO2 NO
 16.02.13 12:00 0.27 0.02 0.43 0.33
 -------- 13:00 0.22 0.02 0.42 0.24
 -------- 14:00 0.13 0.03 0.39 0.14
 -------- 15:00 0.13 0.05 0.37 0.12
 -------- 16:00 0.06 0.15 0.23 0.04
 16.02.13 17:00 0.06 0.14 0.24 0.03
 -------- 18:00 0.07 0.10 0.26 0.03
 -------- 19:00 0.12 0.03 0.33 0.06
 -------- 20:00 0.08 0.05 0.28 0.04
 -------- 21:00 0.04 0.19 0.15 0.02
 16.02.13 22:00 0.04 0.22 0.14 0.02
 -------- 23:00 0.03 0.23 0.14 0.02
 -------- 00:00 0.05 0.24 0.15 0.02
 -------- 01:00 0.07 0.24 0.15 0.01
 -------- 02:00 0.06 0.20 0.17 0.02
 17.02.13 03:00 0.07 0.23 0.14 0.01
 -------- 04:00 0.05 0.26 0.11 0.01
 -------- 05:00 0.06 0.27 0.11 0.01
 -------- 06:00 0.07 0.25 0.11 0.02
 -------- 07:00 0.06 0.21 0.12 0.01
 17.02.13 08:00 0.06 0.27 0.11 0.01
 -------- 09:00 0.08 0.24 0.17 0.02
 -------- 10:00 0.11 0.13 0.20 0.05
 -------- 11:00 0.13 0.15 0.17 0.05
 -------- 12:00 0.08 0.21 0.14 0.04
 17.02.13 13:00 0.07 0.27 0.11 0.02
 -------- 14:00 0.07 0.27 0.12 0.04
 -------- 15:00 0.08 0.26 0.14 0.04
 -------- 16:00 0.07 0.24 0.15 0.03
 -------- 17:00 0.08 0.22 0.17 0.04
 17.02.13 18:00 0.07 0.24 0.16 0.03
 -------- 19:00 0.07 0.23 0.19 0.03
 -------- 20:00 0.09 0.19 0.19 0.04
 -------- 21:00 0.09 0.20 0.18 0.04
 -------- 22:00 0.06 0.23 0.16 0.02
 17.02.13 23:00 0.09 0.20 0.18 0.04
 -------- 00:00 0.06 0.23 0.14 0.02
 -------- 01:00 0.05 0.30 0.09 0.01
 -------- 02:00 0.04 0.35 0.08 0.01
 -------- 03:00 0.03 0.37 0.06 0.01
 18.02.13 04:00 0.03 0.36 0.08 0.01
 -------- 05:00 0.04 0.32 0.12 0.02
 -------- 06:00 0.05 0.24 0.17 0.02
 -------- 07:00 0.07 0.18 0.20 0.02
 -------- 08:00 0.10 0.12 0.26 0.04
 18.02.13 09:00 0.09 0.12 0.26 0.04
 -------- 10:00 0.09 0.19 0.21 0.05
 -------- 11:00 0.07 0.23 0.19 0.04
 -------- 12:00 0.08 0.26 0.18 0.08
