 Date Time CO OZ NO2 NO
 01.05.13 12:00 ---- 0.36 0.12 0.03
 -------- 13:00 ---- 0.40 0.10 0.02
 -------- 14:00 0.02 0.44 0.08 0.02
 -------- 15:00 ---- 0.45 0.08 0.02
 -------- 16:00 ---- 0.47 0.07 0.02
 01.05.13 17:00 ---- 0.49 0.08 0.01
 -------- 18:00 0.02 0.44 0.12 0.02
 -------- 19:00 0.02 0.42 0.13 0.02
 -------- 20:00 0.04 0.36 0.18 0.02
 -------- 21:00 0.06 0.21 0.31 0.04
 01.05.13 22:00 0.10 0.10 0.37 0.05
 -------- 23:00 0.18 0.02 0.46 0.17
 -------- 00:00 0.25 0.01 0.47 0.24
 -------- 01:00 0.28 0.01 0.47 0.29
 -------- 02:00 0.22 0.01 0.46 0.24
 02.05.13 03:00 0.17 0.01 0.43 0.25
 -------- 04:00 0.23 0.01 0.42 0.27
 -------- 05:00 0.19 0.01 0.42 0.31
 -------- 06:00 0.24 0.01 0.44 0.54
 -------- 07:00 0.43 0.01 0.49 0.74
 02.05.13 08:00 0.21 0.02 0.43 0.27
 -------- 09:00 0.15 0.04 0.42 0.19
 -------- 10:00 0.06 0.17 0.29 0.07
 -------- 11:00 0.02 0.41 0.13 0.03
 -------- 12:00 0.03 0.45 0.11 0.02
 02.05.13 13:00 0.04 0.48 0.10 0.02
 -------- 14:00 0.04 0.51 0.09 0.02
 -------- 15:00 0.03 0.52 0.11 0.02
 -------- 16:00 0.04 0.54 0.10 0.02
 -------- 17:00 0.04 0.58 0.09 0.01
 02.05.13 18:00 0.09 0.55 0.12 0.02
 -------- 19:00 0.07 0.52 0.14 0.02
 -------- 20:00 0.11 0.39 0.25 0.36
 -------- 21:00 0.10 0.29 0.26 0.03
 -------- 22:00 0.13 0.15 0.35 0.02
 02.05.13 23:00 0.18 0.05 0.46 0.11
 -------- 00:00 0.25 0.01 0.51 0.22
 -------- 01:00 0.19 0.01 0.50 0.15
 -------- 02:00 0.08 0.13 0.36 0.02
 -------- 03:00 0.04 0.37 0.20 0.02
 03.05.13 04:00 0.03 0.39 0.17 0.02
 -------- 05:00 0.03 0.35 0.18 0.01
 -------- 06:00 0.05 0.23 0.25 0.03
 -------- 07:00 0.06 0.21 0.28 0.03
 -------- 08:00 0.08 0.17 0.39 0.19
 03.05.13 09:00 0.05 0.30 0.23 0.05
 -------- 10:00 0.06 0.31 0.21 0.04
 -------- 11:00 0.06 0.33 0.21 0.04
