 Date Time CO OZ NO2 NO
 23.10.12 00:00 0.02 0.19 0.09 0.01
 -------- 01:00 0.02 0.21 0.07 0.01
 -------- 02:00 0.02 0.20 0.07 0.01
 -------- 03:00 0.02 0.23 0.05 0.01
 -------- 04:00 0.02 0.24 0.04 0.01
 23.10.12 05:00 0.02 0.23 0.05 0.01
 -------- 06:00 0.03 0.23 0.06 0.01
 -------- 07:00 0.03 0.21 0.09 0.01
 -------- 08:00 0.09 0.13 0.16 0.02
 -------- 09:00 0.07 0.10 0.18 0.02
 23.10.12 10:00 0.05 0.13 0.16 0.02
 -------- 11:00 0.07 0.07 0.20 0.03
 -------- 12:00 0.10 0.05 0.23 0.07
 -------- 13:00 0.07 0.06 0.22 0.04
 -------- 14:00 0.09 0.04 0.26 0.09
 23.10.12 15:00 0.09 0.03 0.25 0.05
 -------- 16:00 0.09 0.03 0.25 0.06
 -------- 17:00 0.11 0.01 0.26 0.08
 -------- 18:00 0.09 0.01 0.27 0.06
 -------- 19:00 0.09 0.01 0.27 0.08
 23.10.12 20:00 0.10 0.01 0.28 0.07
 -------- 21:00 0.08 0.01 0.28 0.05
 -------- 22:00 0.09 0.01 0.28 0.06
 -------- 23:00 0.08 0.01 0.29 0.07
 -------- 00:00 0.06 0.01 0.27 0.05
 24.10.12 01:00 0.06 0.01 0.25 0.05
 -------- 02:00 0.05 0.01 0.23 0.04
 -------- 03:00 0.04 0.01 0.20 0.02
 -------- 04:00 0.06 0.01 0.19 0.01
 -------- 05:00 0.04 0.01 0.19 0.02
 24.10.12 06:00 0.05 ---- 0.20 0.04
 -------- 07:00 0.08 0.01 0.19 0.07
 -------- 08:00 0.16 0.01 0.23 0.17
 -------- 09:00 0.13 0.01 0.22 0.15
 -------- 10:00 0.11 0.01 0.20 0.12
 24.10.12 11:00 0.10 0.04 0.20 0.10
 -------- 12:00 0.10 0.07 0.21 0.09
 -------- 13:00 0.10 0.06 0.20 0.07
 -------- 14:00 0.11 0.05 0.23 0.10
 -------- 15:00 0.13 0.03 0.23 0.13
 24.10.12 16:00 0.11 0.03 0.22 0.10
 -------- 17:00 0.10 0.06 0.19 0.08
 -------- 18:00 0.11 0.08 0.20 0.07
 -------- 19:00 0.09 0.09 0.21 0.07
 -------- 20:00 0.11 0.04 0.27 0.10
 24.10.12 21:00 0.12 0.03 0.26 0.08
 -------- 22:00 0.12 0.04 0.26 0.09
