 Date Time CO OZ NO2 NO
 30.12.12 00:00 0.05 0.21 0.12 0.02
 -------- 01:00 0.05 0.20 0.11 0.02
 -------- 02:00 0.04 0.20 0.09 0.02
 -------- 03:00 0.04 0.21 0.07 0.01
 -------- 04:00 0.04 0.22 0.07 0.01
 30.12.12 05:00 0.04 0.21 0.07 0.01
 -------- 06:00 0.04 0.20 0.07 0.01
 -------- 07:00 0.04 0.18 0.08 0.01
 -------- 08:00 0.05 0.14 0.12 0.02
 -------- 09:00 0.07 0.11 0.14 0.04
 30.12.12 10:00 0.08 0.10 0.14 0.03
 -------- 11:00 0.09 0.10 0.15 0.04
 -------- 12:00 0.09 0.12 0.14 0.05
 -------- 13:00 0.10 0.11 0.16 0.06
 -------- 14:00 0.08 0.09 0.16 0.07
 30.12.12 15:00 0.12 0.08 0.19 0.07
 -------- 16:00 0.11 0.07 0.18 0.05
 -------- 17:00 0.09 0.08 0.18 0.03
 -------- 18:00 0.09 0.06 0.18 0.04
 -------- 19:00 0.09 0.06 0.17 0.03
 30.12.12 20:00 0.09 0.08 0.15 0.03
 -------- 21:00 0.08 0.08 0.15 0.05
 -------- 22:00 0.10 0.06 0.17 0.04
 -------- 23:00 0.10 0.01 0.21 0.05
 -------- 00:00 0.12 0.01 0.23 0.07
 31.12.12 01:00 0.15 0.01 0.25 0.15
 -------- 02:00 0.18 0.01 0.27 0.22
 -------- 03:00 0.19 0.01 0.29 0.29
 -------- 04:00 0.21 0.01 0.31 0.29
 -------- 05:00 0.21 0.01 0.30 0.27
 31.12.12 06:00 0.18 0.01 0.28 0.20
 -------- 07:00 0.14 0.01 0.25 0.14
 -------- 08:00 0.11 0.01 0.23 0.11
 -------- 09:00 0.11 0.01 0.22 0.08
 -------- 10:00 0.07 0.01 0.21 0.09
 31.12.12 11:00 0.09 0.01 0.21 0.08
 -------- 12:00 0.11 0.03 0.21 0.08
 -------- 13:00 0.11 0.03 0.21 0.07
 -------- 14:00 0.11 0.03 0.20 0.08
 -------- 15:00 0.13 0.02 0.23 0.10
 31.12.12 16:00 0.13 0.01 0.24 0.11
 -------- 17:00 0.15 0.01 0.24 0.14
 -------- 18:00 0.17 0.01 0.26 0.11
 -------- 19:00 0.15 0.01 0.25 0.09
 -------- 20:00 0.12 0.01 0.24 0.08
 31.12.12 21:00 0.13 0.01 0.23 0.08
 -------- 22:00 0.13 0.01 0.24 0.09
 -------- 23:00 0.13 0.01 0.23 0.10
