 Date Time CO OZ NO2 NO
 16.03.13 00:00 0.06 0.03 0.29 0.05
 -------- 01:00 0.09 0.01 0.30 0.07
 -------- 02:00 0.09 ---- 0.31 0.10
 -------- 03:00 0.09 ---- 0.32 0.11
 -------- 04:00 0.11 0.01 0.30 0.10
 16.03.13 05:00 0.05 0.01 0.28 0.05
 -------- 06:00 0.05 0.01 0.28 0.06
 -------- 07:00 0.07 0.01 0.27 0.07
 -------- 08:00 0.09 0.01 0.28 0.10
 -------- 09:00 0.10 0.01 0.29 0.14
 16.03.13 10:00 0.09 0.01 0.29 0.16
 -------- 11:00 0.08 0.02 0.29 0.14
 -------- 12:00 0.15 0.02 0.27 0.15
 -------- 13:00 0.17 0.03 0.30 0.14
 -------- 14:00 0.17 0.09 0.41 0.16
 16.03.13 15:00 0.11 0.22 0.21 0.07
 -------- 16:00 0.10 0.21 0.21 0.07
 -------- 17:00 0.10 0.20 0.23 0.07
 -------- 18:00 0.13 0.19 0.26 0.08
 -------- 19:00 0.14 0.18 0.22 0.06
 16.03.13 20:00 0.14 0.20 0.20 0.06
 -------- 21:00 0.14 0.16 0.24 0.06
 -------- 22:00 0.15 0.11 0.28 0.07
 -------- 23:00 0.13 0.12 0.25 0.07
 -------- 00:00 0.03 0.17 0.21 0.05
 17.03.13 01:00 0.02 0.25 0.18 0.03
 -------- 02:00 0.02 0.27 0.16 0.03
 -------- 03:00 ---- 0.31 0.14 0.02
 -------- 04:00 ---- 0.35 0.11 0.02
 -------- 05:00 ---- 0.33 0.13 0.02
 17.03.13 06:00 0.02 0.34 0.12 0.02
 -------- 07:00 ---- 0.33 0.13 0.02
 -------- 08:00 0.02 0.31 0.15 0.03
 -------- 09:00 0.02 0.28 0.16 0.03
 -------- 10:00 0.03 0.28 0.17 0.03
 17.03.13 11:00 0.03 0.30 0.16 0.04
 -------- 12:00 0.04 0.30 0.15 0.04
 -------- 13:00 0.09 0.29 0.17 0.05
 -------- 14:00 0.07 0.33 0.15 0.04
 -------- 15:00 0.05 0.31 0.17 0.03
 17.03.13 16:00 0.05 0.30 0.17 0.04
 -------- 17:00 0.04 0.32 0.16 0.03
 -------- 18:00 0.05 0.35 0.12 0.03
 -------- 19:00 0.05 0.33 0.15 0.02
 -------- 20:00 0.07 0.27 0.19 0.03
 17.03.13 21:00 0.07 0.21 0.24 0.05
 -------- 22:00 0.09 0.15 0.27 0.04
 -------- 23:00 0.21 0.10 0.29 0.04
