 Date Time CO OZ NO2 NO
 25.01.13 12:00 0.07 0.14 0.21 0.07
 -------- 13:00 0.08 0.14 0.21 0.07
 -------- 14:00 0.09 0.15 0.23 0.10
 -------- 15:00 0.11 0.10 0.29 0.16
 -------- 16:00 0.12 0.08 0.30 0.14
 25.01.13 17:00 0.11 0.12 0.25 0.09
 -------- 18:00 0.12 0.06 0.31 0.10
 -------- 19:00 0.08 0.13 0.23 0.05
 -------- 20:00 0.09 0.12 0.24 0.05
 -------- 21:00 0.12 0.03 0.33 0.11
 25.01.13 22:00 0.25 0.03 0.30 0.10
 -------- 23:00 0.17 0.06 0.28 0.09
 -------- 00:00 0.12 0.02 0.31 0.09
 -------- 01:00 0.10 0.03 0.29 0.08
 -------- 02:00 0.08 0.03 0.29 0.07
 26.01.13 03:00 0.08 0.02 0.28 0.04
 -------- 04:00 0.06 0.04 0.25 0.03
 -------- 05:00 0.05 0.16 0.15 0.03
 -------- 06:00 0.06 0.13 0.19 0.03
 -------- 07:00 0.09 0.11 0.20 0.05
 26.01.13 08:00 0.11 0.04 0.27 0.08
 -------- 09:00 0.12 0.04 0.30 0.09
 -------- 10:00 0.15 0.02 0.33 0.17
 -------- 11:00 0.19 0.03 0.32 0.21
 -------- 12:00 0.21 0.04 0.33 0.22
 26.01.13 13:00 0.18 0.06 0.31 0.18
 -------- 14:00 0.17 0.07 0.30 0.16
 -------- 15:00 0.19 0.06 0.30 0.17
 -------- 16:00 0.13 0.06 0.31 0.16
 -------- 17:00 0.17 0.05 0.33 0.15
 26.01.13 18:00 0.16 0.03 0.33 0.15
 -------- 19:00 0.13 0.01 0.35 0.12
 -------- 20:00 0.15 0.01 0.34 0.13
 -------- 21:00 0.18 0.01 0.35 0.15
 -------- 22:00 0.12 0.03 0.29 0.09
 26.01.13 23:00 0.09 0.07 0.25 0.07
 -------- 00:00 0.09 0.06 0.25 0.07
 -------- 01:00 0.12 0.08 0.25 0.05
 -------- 02:00 0.07 0.07 0.24 0.04
 -------- 03:00 0.07 0.10 0.23 0.03
 27.01.13 04:00 0.06 0.13 0.21 0.03
 -------- 05:00 0.05 0.14 0.22 0.02
 -------- 06:00 0.06 0.09 0.26 0.03
 -------- 07:00 0.06 0.08 0.29 0.06
 -------- 08:00 0.09 0.06 0.31 0.07
 27.01.13 09:00 0.11 0.02 0.34 0.10
 -------- 10:00 0.11 0.07 0.26 0.09
 -------- 11:00 0.11 0.08 0.27 0.11
