 Date Time CO OZ NO2 NO
 12.01.13 00:00 0.08 0.03 0.21 0.02
 -------- 01:00 0.06 0.05 0.18 0.01
 -------- 02:00 0.07 0.08 0.14 0.01
 -------- 03:00 0.06 0.11 0.13 0.01
 -------- 04:00 0.05 0.14 0.10 0.01
 12.01.13 05:00 0.05 0.14 0.09 0.01
 -------- 06:00 0.06 0.13 0.10 0.01
 -------- 07:00 0.06 0.09 0.13 0.01
 -------- 08:00 0.07 0.09 0.13 0.01
 -------- 09:00 0.08 0.06 0.15 0.01
 12.01.13 10:00 0.09 0.04 0.17 0.02
 -------- 11:00 0.09 0.04 0.18 0.04
 -------- 12:00 0.11 0.04 0.19 0.08
 -------- 13:00 0.17 0.03 0.20 0.12
 -------- 14:00 0.21 0.02 0.24 0.18
 12.01.13 15:00 0.21 0.02 0.26 0.19
 -------- 16:00 0.18 0.02 0.23 0.13
 -------- 17:00 0.19 0.01 0.25 0.15
 -------- 18:00 0.23 0.01 0.26 0.21
 -------- 19:00 0.22 0.01 0.24 0.19
 12.01.13 20:00 0.21 0.01 0.25 0.17
 -------- 21:00 0.25 0.01 0.26 0.22
 -------- 22:00 0.14 0.01 0.24 0.15
 -------- 23:00 0.17 0.01 0.24 0.14
 -------- 00:00 0.14 0.01 0.21 0.11
 13.01.13 01:00 0.15 0.01 0.23 0.17
 -------- 02:00 0.11 0.01 0.21 0.09
 -------- 03:00 0.13 0.01 0.22 0.15
 -------- 04:00 0.09 0.01 0.20 0.10
 -------- 05:00 0.07 0.01 0.19 0.08
 13.01.13 06:00 0.06 0.01 0.20 0.05
 -------- 07:00 0.04 0.03 0.17 0.03
 -------- 08:00 0.10 0.01 0.20 0.05
 -------- 09:00 0.10 0.01 0.20 0.07
 -------- 10:00 0.11 0.01 0.21 0.09
 13.01.13 11:00 0.13 0.03 0.19 0.08
 -------- 12:00 0.13 0.04 0.19 0.09
 -------- 13:00 0.12 0.05 0.20 0.08
 -------- 14:00 0.12 0.07 0.19 0.08
 -------- 15:00 0.11 0.09 0.17 0.07
 13.01.13 16:00 0.11 0.08 0.20 0.06
 -------- 17:00 0.11 0.08 0.19 0.06
 -------- 18:00 0.08 0.06 0.20 0.06
 -------- 19:00 0.09 0.05 0.20 0.05
 -------- 20:00 0.11 0.04 0.21 0.06
 13.01.13 21:00 0.09 0.06 0.18 0.04
 -------- 22:00 0.10 0.03 0.21 0.05
 -------- 23:00 0.14 0.04 0.21 0.05
 -------- 00:00 0.08 0.06 0.18 0.04
