 Date Time CO OZ NO2 NO
 06.12.12 12:00 ---- 0.02 0.27 0.10
 -------- 13:00 ---- 0.02 0.27 0.12
 -------- 14:00 ---- 0.01 0.29 0.14
 -------- 15:00 0.06 0.01 0.29 0.14
 -------- 16:00 ---- 0.01 0.28 0.11
 06.12.12 17:00 ---- 0.01 0.27 0.06
 -------- 18:00 ---- 0.01 0.26 0.05
 -------- 19:00 ---- 0.03 0.22 0.03
 -------- 20:00 ---- 0.02 0.22 0.03
 -------- 21:00 ---- 0.02 0.23 0.03
 06.12.12 22:00 ---- 0.02 0.21 0.02
 -------- 23:00 ---- 0.03 0.20 0.02
 -------- 00:00 ---- 0.05 0.17 0.02
 -------- 01:00 ---- 0.09 0.14 0.01
 -------- 02:00 ---- 0.10 0.13 0.01
 07.12.12 03:00 ---- 0.09 0.14 0.01
 -------- 04:00 ---- 0.11 0.12 0.01
 -------- 05:00 ---- 0.13 0.11 0.01
 -------- 06:00 ---- 0.11 0.13 0.01
 -------- 07:00 ---- 0.14 0.10 0.01
 07.12.12 08:00 ---- 0.10 0.15 0.01
 -------- 09:00 ---- 0.07 0.17 0.02
 -------- 10:00 ---- 0.07 0.17 0.02
 -------- 11:00 ---- 0.06 0.19 0.03
 -------- 12:00 ---- 0.07 0.18 0.03
 07.12.12 13:00 ---- 0.06 0.20 0.03
 -------- 14:00 ---- 0.04 0.23 0.05
 -------- 15:00 ---- 0.04 0.22 0.04
 -------- 16:00 ---- 0.03 0.23 0.05
 -------- 17:00 ---- 0.01 0.23 0.05
 07.12.12 18:00 ---- 0.01 0.24 0.05
 -------- 19:00 ---- 0.01 0.22 0.05
 -------- 20:00 ---- 0.01 0.21 0.04
 -------- 21:00 ---- 0.01 0.19 0.04
 -------- 22:00 ---- 0.01 0.18 0.04
 07.12.12 23:00 ---- 0.01 0.18 0.03
 -------- 00:00 ---- 0.01 0.18 0.03
 -------- 01:00 ---- 0.01 0.17 0.02
 -------- 02:00 ---- 0.03 0.15 0.01
 -------- 03:00 ---- 0.04 0.13 0.01
 08.12.12 04:00 ---- 0.04 0.13 0.01
 -------- 05:00 ---- 0.03 0.13 0.01
 -------- 06:00 ---- 0.02 0.14 0.02
 -------- 07:00 ---- 0.01 0.15 0.02
 -------- 08:00 ---- 0.01 0.16 0.04
 08.12.12 09:00 ---- 0.01 0.17 0.05
 -------- 10:00 ---- 0.01 0.17 0.06
 -------- 11:00 ---- 0.01 0.16 0.08
