 Date Time CO OZ NO2 NO
 23.01.13 00:00 0.12 0.03 0.28 0.06
 -------- 01:00 0.07 0.06 0.25 0.03
 -------- 02:00 0.05 0.06 0.25 0.02
 -------- 03:00 0.04 0.08 0.23 0.02
 -------- 04:00 0.04 0.07 0.24 0.03
 23.01.13 05:00 0.04 0.07 0.23 0.03
 -------- 06:00 0.06 0.07 0.24 0.04
 -------- 07:00 0.12 0.02 0.31 0.13
 -------- 08:00 0.14 0.01 0.36 0.22
 -------- 09:00 0.20 0.01 0.36 0.24
 23.01.13 10:00 0.25 0.01 0.39 0.34
 -------- 11:00 0.24 0.02 0.38 0.32
 -------- 12:00 0.18 0.03 0.34 0.25
 -------- 13:00 0.15 0.05 0.30 0.20
 -------- 14:00 0.13 0.08 0.26 0.15
 23.01.13 15:00 0.11 0.11 0.24 0.12
 -------- 16:00 0.11 0.10 0.25 0.10
 -------- 17:00 0.13 0.03 0.35 0.16
 -------- 18:00 0.12 0.01 0.36 0.16
 -------- 19:00 0.13 0.01 0.35 0.12
 23.01.13 20:00 0.19 0.01 0.35 0.15
 -------- 21:00 0.15 0.01 0.33 0.11
 -------- 22:00 0.40 0.06 0.26 0.06
 -------- 23:00 0.15 0.02 0.30 0.11
 -------- 00:00 0.15 0.01 0.34 0.14
 24.01.13 01:00 0.17 0.01 0.36 0.21
 -------- 02:00 0.33 0.01 0.43 0.57
 -------- 03:00 0.37 0.01 0.48 0.80
 -------- 04:00 0.29 0.01 0.76 1.45
 -------- 05:00 0.36 0.01 0.65 1.14
 24.01.13 06:00 0.43 0.01 0.64 1.14
 -------- 07:00 0.49 0.01 0.63 1.01
 -------- 08:00 0.43 0.01 0.55 0.76
 -------- 09:00 0.27 0.01 0.43 0.42
 -------- 10:00 0.16 0.01 0.41 0.28
 24.01.13 11:00 0.13 0.01 0.38 0.25
 -------- 12:00 0.05 0.03 0.32 0.12
 -------- 13:00 0.05 0.06 0.30 0.12
 -------- 14:00 0.08 0.06 0.32 0.13
 -------- 15:00 0.08 0.09 0.27 0.09
 24.01.13 16:00 0.07 0.09 0.27 0.07
 -------- 17:00 0.08 0.08 0.28 0.08
 -------- 18:00 0.07 0.12 0.23 0.06
 -------- 19:00 0.08 0.11 0.27 0.11
 -------- 20:00 0.11 0.07 0.29 0.13
 24.01.13 21:00 0.09 0.11 0.22 0.09
 -------- 22:00 0.07 0.17 0.18 0.07
 -------- 23:00 0.05 0.20 0.15 0.05
 -------- 00:00 0.06 0.16 0.23 0.07
