 Date Time CO OZ NO2 NO
 18.04.13 00:00 0.04 0.14 0.48 0.05
 -------- 01:00 0.02 0.33 0.31 0.04
 -------- 02:00 0.02 0.32 0.35 0.03
 -------- 03:00 ---- 0.34 0.29 0.02
 -------- 04:00 ---- 0.46 0.22 0.02
 18.04.13 05:00 0.02 0.47 0.23 0.02
 -------- 06:00 0.02 0.22 0.41 0.07
 -------- 07:00 0.07 0.21 1.52 1.13
 -------- 08:00 0.05 0.23 0.42 0.11
 -------- 09:00 0.07 0.23 0.41 0.10
 18.04.13 10:00 0.05 0.25 0.36 0.07
 -------- 11:00 0.03 0.35 0.30 0.06
 -------- 12:00 0.10 0.34 0.32 0.07
 -------- 13:00 0.09 0.38 0.28 0.06
 -------- 14:00 0.06 0.44 0.21 0.04
 18.04.13 15:00 0.05 0.50 0.15 0.04
 -------- 16:00 0.03 0.54 0.11 0.02
 -------- 17:00 0.05 0.52 0.14 0.03
 -------- 18:00 0.05 0.49 0.15 0.04
 -------- 19:00 0.05 0.46 0.16 0.03
 18.04.13 20:00 0.07 0.37 0.25 0.04
 -------- 21:00 0.19 0.16 0.43 0.12
 -------- 22:00 0.46 0.02 0.58 0.35
 -------- 23:00 0.41 0.01 0.59 0.33
 -------- 00:00 0.36 0.01 0.58 0.35
 19.04.13 01:00 0.19 0.01 0.56 0.18
 -------- 02:00 0.09 0.06 0.49 0.06
 -------- 03:00 0.05 0.15 0.40 0.03
 -------- 04:00 0.03 0.29 0.31 0.02
 -------- 05:00 ---- 0.41 0.22 0.02
 19.04.13 06:00 0.03 0.30 0.33 0.05
 -------- 07:00 0.07 0.27 0.35 0.08
 -------- 08:00 0.09 0.23 0.39 0.10
 -------- 09:00 0.09 0.28 0.35 0.10
 -------- 10:00 0.09 0.28 0.37 0.10
 19.04.13 11:00 0.06 0.44 0.30 0.10
 -------- 12:00 0.07 0.55 0.20 0.04
 -------- 13:00 0.07 0.63 0.18 0.04
 -------- 14:00 0.08 0.60 0.20 0.03
 -------- 15:00 0.06 0.64 0.15 0.03
 19.04.13 16:00 0.07 0.66 0.15 0.02
 -------- 17:00 0.07 0.63 0.15 0.02
 -------- 18:00 0.08 0.58 0.19 0.03
 -------- 19:00 0.10 0.54 0.22 0.04
 -------- 20:00 0.11 0.47 0.28 0.04
 19.04.13 21:00 0.14 0.36 0.34 0.03
 -------- 22:00 0.11 0.35 0.28 0.03
 -------- 23:00 0.08 0.41 0.19 0.02
