 Date Time CO OZ NO2 NO
 03.04.13 12:00 ---- 0.12 0.33 0.11
 -------- 13:00 ---- 0.18 0.25 0.07
 -------- 14:00 ---- 0.22 0.25 0.09
 -------- 15:00 ---- 0.23 0.23 0.09
 -------- 16:00 ---- 0.23 0.26 0.11
 03.04.13 17:00 ---- 0.29 0.20 0.06
 -------- 18:00 ---- 0.33 0.23 0.06
 -------- 19:00 ---- 0.36 0.19 0.03
 -------- 20:00 ---- 0.25 0.30 0.04
 -------- 21:00 ---- 0.31 0.23 0.03
 03.04.13 22:00 ---- 0.28 0.28 0.04
 -------- 23:00 ---- 0.14 0.36 0.07
 -------- 00:00 ---- 0.28 0.20 0.02
 -------- 01:00 ---- 0.30 0.20 0.02
 -------- 02:00 ---- 0.16 0.32 0.06
 04.04.13 03:00 ---- 0.19 0.29 0.04
 -------- 04:00 ---- 0.19 0.27 0.06
 -------- 05:00 ---- 0.36 0.16 0.02
 -------- 06:00 ---- 0.34 0.16 0.01
 -------- 07:00 ---- 0.17 0.34 0.06
 04.04.13 08:00 ---- 0.12 0.36 0.06
 -------- 09:00 ---- 0.23 0.26 0.04
 -------- 10:00 ---- 0.35 0.18 0.03
 -------- 11:00 ---- 0.47 0.11 0.02
 -------- 12:00 ---- 0.52 0.08 0.01
 04.04.13 13:00 ---- 0.51 0.10 0.01
 -------- 14:00 ---- 0.50 0.09 0.01
 -------- 16:00 0.03 0.53 0.06 0.00
 -------- 17:00 0.05 0.52 0.09 0.01
 -------- 18:00 0.05 0.49 0.11 0.01
 04.04.13 19:00 0.05 0.42 0.17 0.01
 -------- 20:00 0.09 0.28 0.29 0.02
 -------- 21:00 0.09 0.23 0.28 0.02
 -------- 22:00 0.07 0.30 0.22 0.01
 -------- 23:00 0.07 0.32 0.20 0.02
 05.04.13 00:00 0.04 0.34 0.18 0.01
 -------- 01:00 0.04 0.35 0.17 0.01
 -------- 02:00 0.04 0.36 0.16 0.01
 -------- 03:00 0.04 0.35 0.16 0.01
 -------- 04:00 0.04 0.32 0.18 0.01
 05.04.13 05:00 0.04 0.35 0.16 0.01
 -------- 06:00 0.05 0.30 0.20 0.02
 -------- 07:00 0.07 0.20 0.30 0.02
 -------- 08:00 0.09 0.22 0.28 0.02
 -------- 09:00 0.09 0.26 0.26 0.02
 05.04.13 10:00 0.09 0.24 0.29 0.04
 -------- 11:00 0.07 0.24 0.27 0.04
