 Date Time CO OZ NO2 NO
 16.11.12 12:00 0.09 0.15 0.19 0.06
 -------- 13:00 0.06 0.17 0.18 0.06
 -------- 14:00 0.06 0.17 0.19 0.06
 -------- 15:00 0.07 0.12 0.24 0.09
 -------- 16:00 0.07 0.10 0.25 0.07
 16.11.12 17:00 0.08 0.11 0.22 0.07
 -------- 18:00 0.07 0.14 0.19 0.05
 -------- 19:00 0.07 0.17 0.18 0.04
 -------- 20:00 0.06 0.18 0.17 0.04
 -------- 21:00 0.06 0.19 0.15 0.04
 16.11.12 22:00 0.07 0.15 0.18 0.04
 -------- 23:00 0.05 0.16 0.15 0.02
 -------- 00:00 0.07 0.13 0.20 0.03
 -------- 01:00 0.05 0.13 0.19 0.03
 -------- 02:00 0.05 0.10 0.20 0.03
 17.11.12 03:00 0.03 0.13 0.16 0.02
 -------- 04:00 0.03 0.11 0.16 0.02
 -------- 05:00 0.02 0.16 0.12 0.02
 -------- 06:00 0.03 0.12 0.16 0.02
 -------- 07:00 0.03 0.12 0.18 0.03
 17.11.12 08:00 0.05 0.07 0.24 0.06
 -------- 09:00 0.11 0.02 0.29 0.10
 -------- 10:00 0.12 0.02 0.28 0.11
 -------- 11:00 0.11 0.05 0.25 0.08
 -------- 12:00 0.13 0.04 0.26 0.13
 17.11.12 13:00 0.13 0.05 0.26 0.12
 -------- 14:00 0.13 0.06 0.24 0.12
 -------- 15:00 0.12 0.06 0.24 0.10
 -------- 16:00 0.11 0.07 0.23 0.09
 -------- 17:00 0.13 0.05 0.24 0.10
 17.11.12 18:00 0.11 0.02 0.27 0.12
 -------- 19:00 0.12 0.05 0.23 0.09
 -------- 20:00 0.12 0.07 0.25 0.09
 -------- 21:00 0.13 0.01 0.27 0.10
 -------- 22:00 0.17 0.01 0.27 0.16
 17.11.12 23:00 0.13 0.01 0.26 0.10
 -------- 00:00 0.11 0.01 0.25 0.07
 -------- 01:00 0.10 0.01 0.24 0.08
 -------- 02:00 0.09 0.03 0.22 0.06
 -------- 03:00 0.06 0.05 0.20 0.05
 18.11.12 04:00 0.06 0.06 0.18 0.03
 -------- 05:00 0.06 0.11 0.14 0.02
 -------- 06:00 0.05 0.10 0.14 0.03
 -------- 07:00 0.05 0.09 0.17 0.04
 -------- 08:00 0.05 0.10 0.17 0.04
 18.11.12 09:00 0.07 0.10 0.20 0.07
 -------- 10:00 0.08 0.09 0.20 0.07
 -------- 11:00 0.10 0.09 0.21 0.09
