 Date Time CO OZ NO2 NO
 18.10.12 12:00 0.11 0.01 0.17 0.15
 -------- 13:00 0.08 0.01 0.14 0.10
 -------- 14:00 0.04 0.01 0.15 0.07
 -------- 15:00 0.04 0.01 0.17 0.08
 -------- 16:00 0.05 0.01 0.17 0.08
 18.10.12 17:00 0.03 0.02 0.17 0.05
 -------- 18:00 0.14 0.01 0.21 0.12
 -------- 19:00 0.13 0.02 0.22 0.08
 -------- 20:00 0.15 0.01 0.19 0.12
 -------- 21:00 0.10 0.02 0.17 0.06
 18.10.12 22:00 0.11 0.03 0.16 0.08
 -------- 23:00 0.09 0.02 0.16 0.06
 -------- 00:00 0.09 0.03 0.15 0.06
 -------- 01:00 0.07 0.04 0.14 0.04
 -------- 02:00 0.06 0.05 0.13 0.02
 19.10.12 03:00 0.06 0.04 0.13 0.03
 -------- 04:00 0.06 0.03 0.15 0.04
 -------- 05:00 0.07 0.01 0.17 0.06
 -------- 06:00 0.08 0.01 0.16 0.06
 -------- 07:00 0.13 0.01 0.19 0.19
 19.10.12 08:00 0.18 0.01 0.21 0.24
 -------- 09:00 0.21 0.01 0.24 0.27
 -------- 10:00 0.25 0.01 0.27 0.33
 -------- 11:00 0.23 0.01 0.27 0.30
 -------- 12:00 0.22 0.01 0.29 0.24
 19.10.12 13:00 0.20 0.01 0.29 0.21
 -------- 14:00 0.13 0.01 0.29 0.20
 -------- 15:00 0.18 0.01 0.30 0.22
 -------- 16:00 0.15 0.02 0.30 0.16
 -------- 17:00 0.18 0.01 0.30 0.19
 19.10.12 18:00 0.19 0.01 0.29 0.19
 -------- 19:00 0.23 0.01 0.29 0.19
 -------- 20:00 0.15 0.01 0.28 0.14
 -------- 21:00 0.12 0.01 0.27 0.10
 -------- 22:00 0.13 0.03 0.25 0.08
 19.10.12 23:00 0.11 0.03 0.24 0.07
 -------- 00:00 0.07 0.04 0.20 0.05
 -------- 01:00 0.08 0.02 0.22 0.04
 -------- 02:00 0.07 0.03 0.21 0.04
 -------- 03:00 0.06 0.08 0.16 0.03
 20.10.12 04:00 0.05 0.08 0.16 0.02
 -------- 05:00 0.05 0.07 0.16 0.02
 -------- 06:00 0.05 0.08 0.16 0.03
