 Date Time CO OZ NO2 NO
 18.10.12 00:00 0.09 ---- 0.22 0.07
 -------- 01:00 0.08 ---- 0.22 0.08
 -------- 02:00 0.08 ---- 0.22 0.06
 -------- 03:00 0.08 0.01 0.22 0.08
 -------- 04:00 0.08 ---- 0.21 0.09
 18.10.12 05:00 0.11 ---- 0.21 0.15
 -------- 06:00 0.11 0.01 0.19 0.12
 -------- 07:00 0.13 ---- 0.21 0.24
 -------- 08:00 0.34 0.01 0.22 0.28
 -------- 09:00 0.53 ---- 0.28 0.61
 18.10.12 10:00 0.55 0.01 0.38 0.88
 -------- 11:00 0.12 0.01 0.18 0.13
 -------- 12:00 0.11 0.01 0.17 0.15
 -------- 13:00 0.08 0.01 0.14 0.10
 -------- 14:00 0.04 0.01 0.15 0.07
 18.10.12 15:00 0.04 0.01 0.17 0.08
 -------- 16:00 0.05 0.01 0.17 0.08
 -------- 17:00 0.03 0.02 0.17 0.05
 -------- 18:00 0.14 0.01 0.21 0.12
 -------- 19:00 0.13 0.02 0.22 0.08
 18.10.12 20:00 0.15 0.01 0.19 0.12
 -------- 21:00 0.10 0.02 0.17 0.06
 -------- 22:00 0.11 0.03 0.16 0.08
 -------- 23:00 0.09 0.02 0.16 0.06
 -------- 00:00 0.09 0.03 0.15 0.06
 19.10.12 01:00 0.07 0.04 0.14 0.04
 -------- 02:00 0.06 0.05 0.13 0.02
 -------- 03:00 0.06 0.04 0.13 0.03
 -------- 04:00 0.06 0.03 0.15 0.04
 -------- 05:00 0.07 0.01 0.17 0.06
 19.10.12 06:00 0.08 0.01 0.16 0.06
 -------- 07:00 0.13 0.01 0.19 0.19
 -------- 08:00 0.18 0.01 0.21 0.24
 -------- 09:00 0.21 0.01 0.24 0.27
 -------- 10:00 0.25 0.01 0.27 0.33
 19.10.12 11:00 0.23 0.01 0.27 0.30
 -------- 12:00 0.22 0.01 0.29 0.24
 -------- 13:00 0.20 0.01 0.29 0.21
 -------- 14:00 0.13 0.01 0.29 0.20
 -------- 15:00 0.18 0.01 0.30 0.22
 19.10.12 16:00 0.15 0.02 0.30 0.16
 -------- 17:00 0.18 0.01 0.30 0.19
 -------- 18:00 0.19 0.01 0.29 0.19
 -------- 19:00 0.23 0.01 0.29 0.19
 -------- 20:00 0.15 0.01 0.28 0.14
 19.10.12 21:00 0.12 0.01 0.27 0.10
 -------- 22:00 0.13 0.03 0.25 0.08
 -------- 23:00 0.11 0.03 0.24 0.07
