 Date Time CO OZ NO2 NO
 06.03.13 00:00 0.22 0.01 0.48 0.28
 -------- 01:00 0.23 0.01 0.47 0.29
 -------- 02:00 0.18 0.01 0.46 0.22
 -------- 03:00 0.17 0.01 0.46 0.23
 -------- 04:00 0.15 0.01 0.46 0.23
 06.03.13 05:00 0.14 0.01 0.45 0.21
 -------- 06:00 0.13 0.01 0.45 0.19
 -------- 07:00 0.17 0.01 0.45 0.21
 -------- 08:00 0.21 0.01 0.46 0.25
 -------- 09:00 0.20 0.01 0.45 0.26
 06.03.13 10:00 0.19 0.02 0.44 0.25
 -------- 11:00 0.19 0.04 0.42 0.24
 -------- 12:00 0.15 0.05 0.38 0.19
 -------- 13:00 0.16 0.08 0.35 0.15
 -------- 14:00 0.15 0.11 0.35 0.15
 06.03.13 15:00 0.15 0.11 0.36 0.13
 -------- 16:00 0.14 0.11 0.38 0.12
 -------- 17:00 0.12 0.15 0.37 0.08
 -------- 18:00 0.11 0.19 0.35 0.06
 -------- 19:00 0.18 0.15 0.39 0.05
 06.03.13 20:00 0.11 0.16 0.36 0.05
 -------- 21:00 0.11 0.21 0.33 0.06
 -------- 22:00 0.12 0.21 0.32 0.06
 -------- 23:00 0.09 0.32 0.24 0.04
 -------- 00:00 0.02 0.36 0.23 0.02
 07.03.13 01:00 ---- 0.49 0.14 0.01
 -------- 02:00 ---- 0.56 0.12 0.01
 -------- 03:00 ---- 0.55 0.13 0.01
 -------- 04:00 ---- 0.59 0.12 0.01
 -------- 05:00 ---- 0.56 0.13 0.01
 07.03.13 06:00 0.03 0.53 0.17 0.02
 -------- 07:00 0.05 0.42 0.27 0.04
 -------- 08:00 0.07 0.37 0.27 0.05
 -------- 09:00 0.04 0.38 0.23 0.05
 -------- 10:00 0.03 0.40 0.19 0.04
 07.03.13 11:00 0.02 0.38 0.13 0.03
 -------- 12:00 0.05 0.35 0.16 0.06
 -------- 13:00 0.06 0.36 0.14 0.04
 -------- 14:00 0.05 0.37 0.15 0.04
 -------- 15:00 0.04 0.41 0.12 0.03
 07.03.13 16:00 0.05 0.40 0.14 0.04
 -------- 17:00 0.06 0.38 0.14 0.04
 -------- 18:00 0.06 0.37 0.17 0.04
 -------- 19:00 0.07 0.32 0.17 0.03
 -------- 20:00 0.09 0.29 0.19 0.04
 07.03.13 21:00 0.10 0.20 0.25 0.04
 -------- 22:00 0.07 0.20 0.22 0.03
 -------- 23:00 0.07 0.26 0.19 0.04
