 Date Time CO OZ NO2 NO
 07.04.13 12:00 0.06 0.44 0.10 0.02
 -------- 13:00 0.07 0.43 0.11 0.02
 -------- 14:00 0.07 0.44 0.11 0.02
 -------- 15:00 0.08 0.43 0.12 0.03
 -------- 16:00 0.08 0.42 0.14 0.03
 07.04.13 17:00 0.09 0.42 0.14 0.02
 -------- 18:00 0.07 0.42 0.15 0.02
 -------- 19:00 0.10 0.35 0.20 0.04
 -------- 20:00 0.10 0.31 0.22 0.03
 -------- 21:00 0.09 0.28 0.23 0.03
 07.04.13 22:00 0.08 0.31 0.21 0.02
 -------- 23:00 0.08 0.24 0.26 0.02
 -------- 00:00 0.04 0.25 0.24 0.02
 -------- 01:00 0.02 0.24 0.24 0.02
 -------- 02:00 ---- 0.28 0.19 0.02
 08.04.13 03:00 0.02 0.18 0.26 0.03
 -------- 04:00 0.05 0.03 0.39 0.15
 -------- 05:00 0.10 0.02 0.42 0.18
 -------- 06:00 0.15 0.01 0.48 0.32
 -------- 07:00 0.36 0.01 0.59 0.87
 08.04.13 08:00 0.21 0.02 0.53 0.40
 -------- 09:00 0.11 0.05 0.47 0.20
 -------- 10:00 0.06 0.21 0.32 0.09
 -------- 11:00 0.11 0.16 0.39 0.13
 -------- 12:00 0.07 0.24 0.30 0.08
 08.04.13 13:00 0.04 0.39 0.17 0.04
 -------- 14:00 0.03 0.45 0.14 0.03
 -------- 15:00 0.03 0.47 0.14 0.03
 -------- 16:00 0.05 0.48 0.16 0.04
 -------- 17:00 0.03 0.51 0.14 0.03
 08.04.13 18:00 0.04 0.50 0.16 0.02
 -------- 19:00 0.06 0.45 0.21 0.03
 -------- 20:00 0.07 0.37 0.28 0.05
 -------- 21:00 0.09 0.25 0.36 0.04
 -------- 22:00 0.23 0.08 0.50 0.09
 08.04.13 23:00 0.49 0.01 0.63 0.51
 -------- 00:00 0.42 0.01 0.65 0.68
 -------- 01:00 0.43 0.01 0.74 1.04
 -------- 02:00 0.45 0.01 0.69 1.01
 -------- 03:00 0.45 0.01 0.67 1.04
 09.04.13 04:00 0.30 0.01 0.67 0.97
 -------- 05:00 0.35 0.01 0.66 0.83
 -------- 06:00 0.16 0.01 0.62 0.47
 -------- 07:00 0.23 0.01 0.63 0.54
 -------- 08:00 0.23 0.02 0.55 0.33
 09.04.13 09:00 0.07 0.12 0.38 0.10
 -------- 10:00 0.02 0.33 0.21 0.04
 -------- 11:00 0.04 0.28 0.30 0.08
