 Date Time CO OZ NO2 NO PM10
 29.12.12 00:00 0.04 0.16 0.16 0.01 0.02
 -------- 01:00 0.04 0.18 0.14 0.00 0.01
 -------- 02:00 0.03 0.24 0.10 0.00 0.01
 -------- 03:00 0.04 0.23 0.12 0.01 0.01
 -------- 04:00 0.04 0.21 0.13 0.00 0.02
 29.12.12 05:00 0.04 0.20 0.12 0.00 0.01
 -------- 06:00 0.04 0.19 0.14 0.00 0.02
 -------- 07:00 0.04 0.17 0.16 0.00 0.02
 -------- 08:00 0.04 0.16 0.18 0.01 0.02
 -------- 09:00 0.04 0.16 0.19 0.01 0.02
 29.12.12 10:00 0.04 0.14 0.20 0.01 0.02
 -------- 11:00 0.04 0.17 0.17 0.01 0.02
 -------- 12:00 0.04 0.20 0.15 0.01 0.02
 -------- 13:00 0.04 0.19 0.16 0.01 0.02
 -------- 14:00 0.04 0.20 0.14 0.01 0.03
 29.12.12 15:00 0.05 0.16 0.18 0.01 0.03
 -------- 16:00 0.04 0.17 0.16 0.01 0.03
 -------- 17:00 0.05 0.14 0.13 0.01 0.03
 -------- 18:00 0.04 0.12 0.18 0.01 0.03
 -------- 19:00 0.04 0.11 0.20 0.01 0.03
 29.12.12 20:00 0.04 0.11 0.19 0.01 0.02
 -------- 21:00 0.04 0.13 0.17 0.01 0.03
 -------- 22:00 0.04 0.16 0.13 0.01 0.02
 -------- 23:00 0.04 0.16 0.11 0.00 0.02
 -------- 00:00 0.04 0.15 0.10 0.00 0.02
 30.12.12 01:00 0.04 0.16 0.09 0.00 0.02
 -------- 02:00 0.04 0.16 0.09 0.00 0.02
 -------- 03:00 0.04 0.15 0.10 0.01 0.02
 -------- 04:00 0.04 0.16 0.08 0.00 0.02
 -------- 05:00 0.04 0.14 0.09 0.00 0.02
 30.12.12 06:00 0.04 0.12 0.11 0.00 0.02
 -------- 07:00 0.04 0.11 0.12 0.01 0.02
 -------- 08:00 0.04 0.11 0.12 0.01 0.02
 -------- 09:00 0.04 0.11 0.12 0.00 0.02
 -------- 10:00 0.04 0.09 0.13 0.01 0.02
 30.12.12 11:00 0.06 0.08 0.17 0.01 0.02
 -------- 12:00 0.05 0.08 0.17 0.02 0.02
 -------- 13:00 0.06 0.07 0.19 0.02 0.02
 -------- 14:00 0.06 0.05 0.21 0.03 0.03
 -------- 15:00 0.07 0.04 0.24 0.04 0.03
 30.12.12 16:00 0.08 0.02 0.26 0.03 0.03
 -------- 17:00 0.07 0.02 0.28 0.03 0.03
 -------- 18:00 0.09 ---- 0.29 0.04 0.03
 -------- 19:00 0.08 ---- 0.28 0.04 0.03
 -------- 20:00 0.08 ---- 0.29 0.05 0.04
 30.12.12 21:00 0.08 ---- 0.29 0.06 0.03
 -------- 22:00 0.10 ---- 0.29 0.08 0.04
 -------- 23:00 0.11 ---- 0.30 0.13 0.05
