 Date Time CO OZ NO2 NO PM10
 11.10.12 12:00 0.06 0.05 0.15 0.04 0.03
 -------- 13:00 0.04 0.05 0.15 0.04 0.03
 -------- 14:00 0.04 0.07 0.15 0.04 0.02
 -------- 15:00 0.05 0.06 0.15 0.03 0.03
 -------- 16:00 0.05 0.05 0.16 0.03 0.03
 11.10.12 17:00 0.04 0.08 0.15 0.02 0.02
 -------- 18:00 0.05 0.05 0.20 0.02 0.03
 -------- 19:00 0.07 0.02 0.25 0.03 0.05
 -------- 20:00 0.07 ---- 0.26 0.04 0.06
 -------- 21:00 0.09 0.01 0.26 0.04 0.03
 11.10.12 22:00 0.08 ---- 0.26 0.05 0.04
 -------- 23:00 0.08 ---- 0.24 0.03 0.03
 -------- 00:00 0.07 0.02 0.23 0.03 0.03
 -------- 01:00 0.06 0.02 0.21 0.01 0.02
 -------- 02:00 0.06 ---- 0.23 0.02 0.03
 12.10.12 03:00 0.06 0.01 0.23 0.02 0.02
 -------- 04:00 0.05 0.01 0.21 0.02 0.02
 -------- 05:00 0.05 ---- 0.20 0.02 0.02
 -------- 06:00 0.06 ---- 0.20 0.03 0.02
 -------- 07:00 0.09 ---- 0.20 0.09 0.03
 12.10.12 08:00 0.17 ---- 0.25 0.27 0.06
 -------- 09:00 0.23 ---- 0.29 0.37 0.08
 -------- 10:00 0.25 ---- 0.34 0.37 0.11
 -------- 11:00 0.23 ---- 0.39 0.34 0.11
 -------- 12:00 0.19 0.01 0.40 0.24 0.10
 12.10.12 13:00 0.19 0.01 0.41 0.23 0.12
 -------- 14:00 0.17 0.01 0.40 0.22 0.11
 -------- 15:00 0.13 0.01 0.35 0.17 0.12
 -------- 16:00 0.13 ---- 0.33 0.12 0.15
 -------- 17:00 0.12 ---- 0.28 0.11 0.16
 12.10.12 18:00 0.13 ---- 0.26 0.12 0.13
 -------- 19:00 0.13 ---- 0.25 0.11 0.11
 -------- 20:00 0.12 ---- 0.24 0.09 0.07
 -------- 21:00 0.11 ---- 0.25 0.09 0.05
 -------- 22:00 0.11 ---- 0.24 0.06 0.05
 12.10.12 23:00 0.08 0.02 0.22 0.02 0.02
 -------- 00:00 0.08 0.01 0.25 0.02 0.03
 -------- 01:00 0.07 0.03 0.21 0.01 0.02
 -------- 02:00 0.05 0.06 0.17 0.00 0.02
 -------- 03:00 0.04 0.09 0.12 0.00 0.02
 13.10.12 04:00 0.04 0.07 0.13 0.00 0.02
 -------- 05:00 0.06 0.04 0.15 0.01 0.02
 -------- 06:00 0.06 0.04 0.16 0.01 0.02
 -------- 07:00 0.06 0.04 0.15 0.01 0.02
 -------- 08:00 0.06 0.02 0.17 0.01 0.03
 13.10.12 09:00 0.06 0.03 0.17 0.02 0.02
 -------- 10:00 0.06 0.05 0.18 0.02 0.03
 -------- 11:00 0.07 0.07 0.18 0.02 0.02
