 Date Time CO OZ NO2 NO PM10
 21.11.12 00:00 0.04 0.14 0.09 0.00 0.03
 -------- 01:00 0.04 0.12 0.10 0.00 0.03
 -------- 02:00 0.04 0.13 0.09 0.00 0.03
 -------- 03:00 0.04 0.13 0.09 0.01 0.03
 -------- 04:00 0.04 0.14 0.06 0.00 0.02
 21.11.12 05:00 0.04 0.15 0.07 0.01 0.02
 -------- 06:00 0.04 0.11 0.13 0.00 0.03
 -------- 07:00 0.06 0.04 0.22 0.01 0.06
 -------- 08:00 0.08 0.04 0.27 0.04 0.08
 -------- 09:00 0.08 ---- 0.29 0.06 0.10
 21.11.12 10:00 0.09 ---- 0.26 0.07 0.11
 -------- 11:00 0.10 ---- 0.26 0.10 0.12
 -------- 12:00 0.11 ---- 0.25 0.11 0.13
 -------- 13:00 0.08 0.01 0.21 0.06 0.10
 -------- 14:00 0.08 0.01 0.21 0.06 0.11
 21.11.12 15:00 0.09 0.01 0.20 0.06 0.11
 -------- 16:00 0.09 0.01 0.19 0.05 0.10
 -------- 17:00 0.09 0.01 0.21 0.05 0.10
 -------- 18:00 0.08 0.01 0.21 0.02 0.10
 -------- 19:00 0.09 0.02 0.23 0.03 0.10
 21.11.12 20:00 0.09 0.02 0.24 0.03 0.10
 -------- 21:00 0.07 0.05 0.19 0.01 0.08
 -------- 22:00 0.06 0.04 0.19 0.01 0.08
 -------- 23:00 0.07 0.03 0.22 0.03 0.08
 -------- 00:00 0.08 ---- 0.26 0.06 0.10
 22.11.12 01:00 0.08 ---- 0.25 0.05 0.09
 -------- 02:00 0.07 ---- 0.24 0.05 0.08
 -------- 03:00 0.05 0.03 0.19 0.02 0.06
 -------- 04:00 0.05 0.03 0.17 0.01 0.06
 -------- 05:00 0.05 0.01 0.20 0.02 0.06
 22.11.12 06:00 0.06 ---- 0.21 0.05 0.07
 -------- 07:00 0.07 ---- 0.22 0.06 0.09
 -------- 08:00 0.09 ---- 0.25 0.08 0.09
 -------- 09:00 0.13 ---- 0.27 0.19 0.14
 -------- 10:00 0.11 ---- 0.26 0.13 0.13
 22.11.12 11:00 0.11 ---- 0.26 0.12 0.12
 -------- 12:00 0.12 0.01 0.30 0.13 0.16
 -------- 13:00 0.09 0.04 0.31 0.06 0.13
 -------- 14:00 0.07 0.07 0.28 0.03 0.11
 -------- 15:00 0.07 0.07 0.28 0.02 0.11
 22.11.12 16:00 0.06 0.09 0.27 0.02 0.11
 -------- 17:00 0.06 0.12 0.24 0.01 0.10
 -------- 18:00 0.05 0.18 0.19 0.01 0.07
 -------- 19:00 0.06 0.14 0.24 0.01 0.08
 -------- 20:00 0.06 0.14 0.22 0.01 0.09
 22.11.12 21:00 0.06 0.14 0.20 0.02 0.09
 -------- 22:00 0.04 0.14 0.19 0.01 0.08
 -------- 23:00 0.04 0.13 0.17 0.00 0.07
