 Date Time CO OZ NO2 NO PM10
 24.09.12 00:00 0.06 0.15 0.18 0.01 0.03
 -------- 01:00 0.06 0.12 0.18 0.01 0.03
 -------- 02:00 0.04 0.16 0.14 0.00 0.02
 -------- 03:00 0.04 0.19 0.11 0.01 0.02
 -------- 04:00 0.04 0.22 0.08 0.00 0.02
 24.09.12 05:00 0.04 0.21 0.08 0.01 0.02
 -------- 06:00 0.04 0.28 0.07 0.00 0.01
 -------- 07:00 0.04 0.25 0.10 0.00 0.02
 -------- 08:00 0.06 0.12 0.18 0.02 0.03
 -------- 09:00 0.08 0.06 0.20 0.05 0.05
 24.09.12 10:00 0.05 0.12 0.17 0.04 0.04
 -------- 11:00 0.05 0.19 0.13 0.02 0.03
 -------- 12:00 0.05 0.18 0.14 0.02 0.03
 -------- 13:00 0.05 0.20 0.15 0.03 0.03
 -------- 14:00 0.05 0.19 0.16 0.03 0.03
 24.09.12 15:00 0.07 ---- 0.17 0.05 0.03
 -------- 16:00 0.05 0.17 0.14 0.03 0.03
 -------- 17:00 0.04 0.14 0.16 0.02 0.04
 -------- 18:00 0.05 0.08 0.18 0.02 0.03
 -------- 19:00 0.07 0.06 0.19 0.03 0.02
 24.09.12 20:00 0.06 0.05 0.19 0.02 0.02
 -------- 21:00 0.06 0.07 0.19 0.02 0.02
 -------- 22:00 0.06 0.08 0.18 0.02 0.02
 -------- 23:00 0.05 0.08 0.15 0.01 0.02
 -------- 00:00 0.05 0.10 0.12 0.01 0.02
 25.09.12 01:00 0.04 0.11 0.10 0.01 0.02
 -------- 02:00 0.04 0.12 0.09 0.01 0.02
 -------- 03:00 0.04 0.12 0.09 0.01 0.02
 -------- 04:00 0.03 0.14 0.08 0.01 0.02
 -------- 05:00 0.04 0.14 0.09 0.01 0.02
 25.09.12 06:00 0.04 0.15 0.09 0.01 0.02
 -------- 07:00 0.07 0.11 0.11 0.01 0.02
 -------- 08:00 0.06 0.08 0.14 0.02 0.03
 -------- 09:00 0.07 0.23 0.16 0.04 0.03
 -------- 10:00 0.06 0.11 0.14 0.03 0.05
 25.09.12 11:00 0.05 0.16 0.12 0.02 0.04
 -------- 12:00 0.05 0.21 0.11 0.02 0.04
 -------- 13:00 0.06 0.21 0.14 0.02 0.05
 -------- 14:00 0.05 0.23 0.13 0.02 0.04
 -------- 15:00 0.06 0.19 0.16 0.02 0.05
 25.09.12 16:00 0.07 0.16 0.18 0.02 0.05
 -------- 17:00 0.06 0.17 0.18 0.02 0.05
 -------- 18:00 0.07 0.13 0.19 0.02 0.06
 -------- 19:00 0.07 0.10 0.18 0.02 0.06
 -------- 20:00 0.08 0.04 0.21 0.03 0.06
 25.09.12 21:00 0.07 0.05 0.19 0.02 0.05
 -------- 22:00 0.06 0.07 0.16 0.02 0.04
 -------- 23:00 0.04 0.08 0.14 0.01 0.03
