 Date Time CO OZ NO2 NO PM10
 21.09.12 00:00 0.11 ---- 0.36 0.11 0.10
 -------- 01:00 0.10 ---- 0.33 0.10 0.09
 -------- 02:00 0.09 ---- 0.30 0.09 0.08
 -------- 03:00 0.09 ---- 0.31 0.10 0.10
 -------- 04:00 0.08 ---- 0.28 0.11 0.08
 21.09.12 05:00 0.08 ---- 0.29 0.11 0.09
 -------- 06:00 0.08 ---- 0.30 0.13 0.11
 -------- 07:00 0.11 ---- 0.31 0.17 0.12
 -------- 08:00 0.14 ---- 0.32 0.22 0.16
 -------- 09:00 0.17 ---- 0.30 0.25 0.20
 21.09.12 10:00 0.18 ---- 0.34 0.25 0.19
 -------- 11:00 0.20 ---- 0.37 0.27 0.19
 -------- 12:00 0.17 ---- 0.37 0.22 0.14
 -------- 13:00 0.13 ---- 0.32 0.16 0.10
 -------- 14:00 0.09 ---- 0.28 0.10 0.09
 21.09.12 15:00 0.05 0.23 0.19 0.01 0.07
 -------- 16:00 0.05 0.30 0.18 0.01 0.07
 -------- 17:00 0.05 0.31 0.19 0.01 0.07
 -------- 18:00 0.07 0.23 0.23 0.01 0.13
 -------- 19:00 0.07 0.07 0.20 0.01 0.12
 21.09.12 20:00 0.06 0.09 0.17 0.01 0.07
 -------- 21:00 0.06 0.10 0.16 0.01 0.06
 -------- 22:00 0.06 0.06 0.19 0.01 0.06
 -------- 23:00 0.06 0.06 0.20 0.01 0.06
