 Date Time CO OZ NO2 NO PM10
 28.09.12 12:00 0.06 0.53 0.36 0.01 0.10
 -------- 13:00 0.06 0.29 0.20 0.01 0.10
 -------- 14:00 0.06 0.32 0.15 0.01 0.11
 -------- 15:00 0.06 0.32 0.14 0.01 0.11
 -------- 16:00 0.06 0.27 0.21 0.01 0.09
 28.09.12 17:00 0.06 0.32 0.17 0.00 0.08
 -------- 18:00 0.07 0.27 0.22 0.00 0.09
 -------- 19:00 0.10 0.14 0.36 0.01 0.12
 -------- 20:00 0.09 0.13 0.37 0.01 0.12
 -------- 21:00 0.05 0.28 0.18 0.00 0.14
 28.09.12 22:00 0.05 0.21 0.12 0.00 0.06
 -------- 23:00 0.05 0.19 0.15 0.00 0.03
 -------- 00:00 0.04 0.17 0.12 0.00 0.02
 -------- 01:00 0.04 0.14 0.12 0.00 0.02
 -------- 02:00 0.04 0.12 0.13 0.00 0.02
 29.09.12 03:00 0.04 0.15 0.10 0.01 0.02
 -------- 04:00 0.04 0.14 0.09 0.01 0.02
 -------- 05:00 0.04 0.11 0.13 0.00 0.02
 -------- 06:00 0.04 0.08 0.15 0.00 0.03
 -------- 07:00 0.05 0.06 0.17 0.01 0.03
 29.09.12 08:00 0.05 0.06 0.18 0.01 0.04
 -------- 09:00 0.04 0.10 0.13 0.01 0.04
 -------- 10:00 0.04 0.12 0.12 0.01 0.03
 -------- 11:00 0.05 0.15 0.10 0.01 0.03
 -------- 12:00 0.04 0.18 0.09 0.01 0.03
 29.09.12 13:00 0.04 0.20 0.08 0.01 0.03
 -------- 14:00 0.04 0.20 0.09 0.01 0.03
 -------- 15:00 0.04 0.20 0.09 0.01 0.03
 -------- 16:00 0.04 0.22 0.08 0.01 0.03
 -------- 17:00 0.04 0.22 0.09 0.01 0.03
 29.09.12 18:00 0.04 0.20 0.12 0.00 0.03
 -------- 19:00 0.06 0.14 0.17 0.01 0.05
 -------- 20:00 0.06 0.11 0.20 0.00 0.06
 -------- 21:00 0.09 0.08 0.27 0.03 0.07
 -------- 22:00 0.13 ---- 0.34 0.08 0.10
 29.09.12 23:00 0.15 ---- 0.34 0.12 0.10
 -------- 00:00 0.11 ---- 0.33 0.05 0.08
 -------- 01:00 0.11 ---- 0.34 0.06 0.07
 -------- 02:00 0.08 ---- 0.30 0.03 0.06
 -------- 03:00 0.09 ---- 0.30 0.06 0.06
 30.09.12 04:00 0.07 0.01 0.26 0.02 0.06
 -------- 05:00 0.06 0.01 0.26 0.02 0.06
 -------- 06:00 0.06 0.02 0.26 0.02 0.05
 -------- 07:00 0.05 0.03 0.21 0.01 0.05
 -------- 08:00 0.04 0.06 0.16 0.01 0.02
 30.09.12 09:00 0.06 0.05 0.19 0.02 0.04
 -------- 10:00 0.08 0.03 0.23 0.06 0.06
 -------- 11:00 0.08 0.04 0.23 0.05 0.05
