 Date Time CO OZ NO2 NO PM10
 11.01.13 00:00 0.06 0.01 0.29 0.04 0.05
 -------- 01:00 0.06 0.03 0.28 0.03 0.04
 -------- 02:00 0.06 0.01 0.30 0.07 0.04
 -------- 03:00 0.04 0.03 0.29 0.03 0.03
 -------- 04:00 0.05 0.05 0.24 0.02 0.03
 11.01.13 05:00 0.07 0.03 0.31 0.06 0.04
 -------- 06:00 0.06 0.04 0.26 0.02 0.04
 -------- 07:00 0.07 0.05 0.27 0.05 0.04
 -------- 08:00 0.07 0.03 0.29 0.06 0.04
 -------- 09:00 0.08 0.02 0.32 0.04 0.04
 11.01.13 10:00 0.07 0.03 0.28 0.03 0.05
 -------- 11:00 0.07 0.05 0.26 0.04 0.06
 -------- 12:00 0.07 0.05 0.27 0.06 0.06
 -------- 13:00 0.10 0.02 0.33 0.15 0.08
 -------- 14:00 0.11 0.02 0.35 0.17 0.08
 11.01.13 15:00 0.10 0.01 0.34 0.17 0.09
 -------- 16:00 0.11 0.01 0.34 0.15 0.10
 -------- 17:00 0.09 0.01 0.32 0.07 0.08
 -------- 18:00 0.09 ---- 0.31 0.04 0.07
 -------- 19:00 0.09 0.01 0.30 0.05 0.07
 11.01.13 20:00 0.07 0.01 0.26 0.02 0.07
 -------- 21:00 0.08 0.01 0.26 0.03 0.06
 -------- 22:00 0.08 0.01 0.25 0.02 0.06
 -------- 23:00 0.08 0.01 0.25 0.02 0.06
 -------- 00:00 0.08 ---- 0.27 0.04 0.06
 12.01.13 01:00 0.07 0.03 0.23 0.02 0.06
 -------- 02:00 0.06 0.02 0.22 0.01 0.06
 -------- 03:00 0.06 0.01 0.24 0.01 0.06
 -------- 04:00 0.06 0.02 0.24 0.01 0.06
 -------- 05:00 0.06 0.01 0.24 0.01 0.06
 12.01.13 06:00 0.06 0.01 0.24 0.01 0.06
 -------- 07:00 0.06 ---- 0.25 0.02 0.05
 -------- 08:00 0.07 ---- 0.26 0.04 0.07
 -------- 09:00 0.08 ---- 0.27 0.05 0.07
 -------- 10:00 0.08 0.01 0.25 0.04 0.07
 12.01.13 11:00 0.09 0.02 0.26 0.07 0.07
 -------- 12:00 0.10 0.01 0.26 0.10 0.08
 -------- 13:00 0.11 0.01 0.28 0.14 0.09
 -------- 14:00 0.16 0.01 0.30 0.18 0.12
 -------- 15:00 0.16 ---- 0.31 0.20 0.12
 12.01.13 16:00 0.14 ---- 0.30 0.17 0.12
 -------- 17:00 0.15 ---- 0.30 0.15 0.10
 -------- 18:00 0.18 ---- 0.32 0.20 0.13
 -------- 19:00 0.17 ---- 0.33 0.19 0.12
 -------- 20:00 0.17 ---- 0.33 0.21 0.12
 12.01.13 21:00 0.19 ---- 0.34 0.26 0.12
 -------- 22:00 0.25 ---- 0.35 0.36 0.14
 -------- 23:00 0.25 ---- 0.34 0.34 0.13
