 Date Time CO OZ NO2 NO PM10
 17.03.13 12:00 0.04 0.23 0.14 0.02 0.03
 -------- 13:00 0.05 0.23 0.14 0.01 0.03
 -------- 14:00 0.05 0.25 0.13 0.01 0.03
 -------- 15:00 0.05 0.24 0.15 0.01 0.03
 -------- 16:00 0.05 0.21 0.19 0.02 0.04
 17.03.13 17:00 0.05 0.20 0.20 0.01 0.04
 -------- 18:00 0.04 0.19 0.22 0.01 0.04
 -------- 19:00 0.05 0.20 0.21 0.01 0.04
 -------- 20:00 0.04 0.24 0.15 0.00 0.03
 -------- 21:00 0.05 0.20 0.20 0.00 0.04
 17.03.13 22:00 0.06 0.17 0.23 0.00 0.04
 -------- 23:00 0.05 0.17 0.23 0.00 0.04
 -------- 00:00 0.05 0.15 0.25 0.00 0.04
 -------- 01:00 0.05 0.17 0.23 0.01 0.04
 -------- 02:00 0.06 0.15 0.25 0.00 0.04
 18.03.13 03:00 0.06 0.08 0.32 0.01 0.04
 -------- 04:00 0.06 0.09 0.31 0.01 0.04
 -------- 05:00 0.06 0.06 0.36 0.02 0.04
 -------- 06:00 0.06 0.05 0.36 0.02 0.04
 -------- 07:00 0.07 0.03 0.39 0.02 0.05
 18.03.13 08:00 0.09 0.02 0.40 0.05 0.05
 -------- 09:00 0.11 0.05 0.38 0.08 0.06
 -------- 10:00 0.13 0.06 0.38 0.10 0.07
 -------- 11:00 0.11 0.07 0.36 0.11 0.07
 -------- 12:00 0.09 0.11 0.30 0.06 0.06
 18.03.13 13:00 0.07 0.13 0.23 0.04 0.05
 -------- 14:00 0.05 ---- 0.19 0.02 0.04
 -------- 15:00 0.05 ---- 0.18 0.02 0.04
 -------- 16:00 0.05 ---- 0.16 0.01 0.04
 -------- 17:00 0.06 ---- 0.20 0.01 0.05
 18.03.13 18:00 0.06 ---- 0.18 0.01 0.04
 -------- 19:00 0.06 ---- 0.18 0.01 0.03
 -------- 20:00 0.06 ---- 0.18 0.01 0.04
 -------- 21:00 0.06 ---- 0.19 0.01 0.03
 -------- 22:00 0.05 ---- 0.18 0.01 0.03
 18.03.13 23:00 0.05 ---- 0.17 0.00 0.03
 -------- 00:00 0.04 ---- 0.21 0.01 0.03
 -------- 01:00 0.04 ---- 0.19 0.00 0.03
 -------- 02:00 0.04 ---- 0.17 0.00 0.03
 -------- 03:00 0.04 ---- 0.20 0.00 0.03
 19.03.13 04:00 0.04 ---- 0.19 0.00 0.02
 -------- 05:00 0.04 ---- 0.16 0.00 0.02
 -------- 06:00 0.04 ---- 0.17 0.00 0.02
 -------- 07:00 0.04 ---- 0.19 0.01 0.02
 -------- 08:00 0.05 ---- 0.21 0.01 0.02
 19.03.13 09:00 0.05 ---- 0.23 0.01 0.03
 -------- 10:00 0.06 ---- 0.21 0.02 0.02
 -------- 11:00 0.04 ---- 0.19 0.02 0.03
