 Date Time CO OZ NO2 NO PM10
 03.11.12 12:00 0.07 0.03 0.26 0.04 0.05
 -------- 13:00 0.07 0.02 0.26 0.04 0.04
 -------- 14:00 0.08 0.01 0.28 0.06 0.04
 -------- 15:00 0.08 0.01 0.27 0.05 0.03
 -------- 16:00 0.07 0.02 0.24 0.04 0.03
 03.11.12 17:00 0.08 0.01 0.25 0.05 0.03
 -------- 18:00 0.08 ---- 0.26 0.06 0.03
 -------- 19:00 0.10 ---- 0.24 0.05 0.03
 -------- 20:00 0.06 0.01 0.19 0.02 0.03
 -------- 21:00 0.06 0.01 0.18 0.02 0.02
 03.11.12 22:00 0.06 0.02 0.15 0.01 0.02
 -------- 23:00 0.06 0.01 0.14 0.01 0.02
