 Date Time CO OZ NO2 NO PM10
 23.11.12 12:00 0.08 0.05 0.23 0.06 0.10
 -------- 13:00 0.08 0.05 0.22 0.06 0.09
 -------- 14:00 0.08 0.05 0.24 0.07 0.11
 -------- 15:00 0.08 0.05 0.25 0.05 0.11
 -------- 16:00 0.09 0.01 0.29 0.07 0.40
 23.11.12 17:00 0.11 0.01 0.31 0.07 0.23
 -------- 18:00 0.10 ---- 0.32 0.09 0.23
 -------- 19:00 0.09 ---- 0.32 0.08 0.23
 -------- 20:00 0.08 0.02 0.29 0.03 0.19
 -------- 21:00 0.06 0.03 0.26 0.02 0.14
 23.11.12 22:00 0.07 0.03 0.25 0.02 0.14
 -------- 23:00 0.06 0.04 0.24 0.02 0.12
 -------- 00:00 0.06 0.01 0.26 0.03 0.14
 -------- 01:00 0.04 0.03 0.22 0.02 0.09
 -------- 02:00 0.04 0.03 0.22 0.02 0.08
 24.11.12 03:00 0.04 0.03 0.21 0.02 0.06
 -------- 04:00 0.04 0.03 0.20 0.01 0.07
 -------- 05:00 0.04 0.03 0.19 0.01 0.06
 -------- 06:00 0.04 0.02 0.19 0.01 0.07
 -------- 07:00 0.04 ---- 0.21 0.02 0.07
 24.11.12 08:00 0.05 ---- 0.21 0.04 0.07
 -------- 09:00 0.06 ---- 0.22 0.06 0.08
 -------- 10:00 0.07 ---- 0.21 0.08 0.11
 -------- 11:00 0.08 ---- 0.22 0.11 0.14
 -------- 12:00 0.06 ---- 0.21 0.09 0.13
 24.11.12 13:00 0.06 0.01 0.21 0.09 0.14
 -------- 14:00 0.07 ---- 0.22 0.10 0.15
 -------- 15:00 0.08 ---- 0.24 0.11 0.17
 -------- 16:00 0.08 ---- 0.25 0.13 0.17
 -------- 17:00 0.09 ---- 0.26 0.15 0.18
 24.11.12 18:00 0.11 ---- 0.27 0.16 0.21
 -------- 19:00 0.12 ---- 0.26 0.16 0.19
 -------- 20:00 0.11 ---- 0.26 0.18 0.16
 -------- 21:00 0.12 ---- 0.29 0.28 0.18
 -------- 22:00 0.12 ---- 0.29 0.25 0.20
 24.11.12 23:00 0.11 ---- 0.28 0.21 0.22
 -------- 00:00 0.09 ---- 0.27 0.17 0.16
 -------- 01:00 0.09 ---- 0.27 0.15 0.12
 -------- 02:00 0.08 ---- 0.25 0.11 0.12
 -------- 03:00 0.07 ---- 0.23 0.07 0.11
 25.11.12 04:00 0.06 ---- 0.23 0.05 0.09
 -------- 05:00 0.06 ---- 0.23 0.05 0.08
 -------- 06:00 0.06 ---- 0.23 0.07 0.08
 -------- 07:00 0.06 ---- 0.22 0.04 0.08
 -------- 08:00 0.08 ---- 0.24 0.07 0.09
 25.11.12 09:00 0.11 ---- 0.23 0.07 0.12
 -------- 10:00 0.09 ---- 0.23 0.10 0.12
 -------- 11:00 0.07 0.01 0.22 0.09 0.12
