 Date Time CO OZ NO2 NO PM10
 05.11.12 00:00 0.06 0.07 0.16 0.01 0.04
 -------- 01:00 0.05 0.10 0.13 0.00 0.03
 -------- 02:00 0.04 0.13 0.11 0.00 0.02
 -------- 03:00 0.04 0.16 0.10 0.01 0.01
 -------- 04:00 0.04 0.17 0.07 0.00 0.01
 05.11.12 05:00 0.03 0.17 0.08 0.00 0.02
 -------- 06:00 0.02 0.14 0.10 0.00 0.02
 -------- 07:00 0.02 0.14 0.10 0.00 0.01
 -------- 08:00 0.04 0.09 0.14 0.00 0.02
 -------- 09:00 0.05 0.05 0.19 0.01 0.02
 05.11.12 10:00 0.05 0.04 0.21 0.03 0.50
 -------- 11:00 0.05 0.08 0.19 0.02 0.01
 -------- 12:00 0.09 0.05 0.22 0.05 0.04
 -------- 13:00 0.11 0.02 0.28 0.08 0.07
 -------- 14:00 0.09 0.02 0.30 0.06 0.07
 05.11.12 15:00 0.08 0.03 0.28 0.05 0.09
 -------- 16:00 0.11 ---- 0.30 0.08 0.10
 -------- 17:00 0.08 ---- 0.29 0.06 0.09
 -------- 18:00 0.10 ---- 0.27 0.06 0.11
 -------- 19:00 0.10 ---- 0.25 0.08 0.11
 05.11.12 20:00 0.09 0.01 0.21 0.04 0.07
 -------- 21:00 0.08 0.01 0.20 0.04 0.07
 -------- 22:00 0.07 0.03 0.21 0.03 0.06
 -------- 23:00 0.04 0.12 0.15 0.01 0.02
 -------- 00:00 0.03 0.16 0.12 0.00 0.01
 06.11.12 01:00 0.03 0.17 0.10 0.00 0.01
 -------- 02:00 0.03 0.17 0.10 0.00 0.02
 -------- 03:00 0.04 0.17 0.12 0.02 0.03
 -------- 04:00 0.04 0.16 0.11 0.00 0.05
 -------- 05:00 0.04 0.14 0.13 0.00 0.04
 06.11.12 06:00 0.04 0.11 0.16 0.01 0.04
 -------- 07:00 0.05 0.07 0.21 0.01 0.04
 -------- 08:00 0.06 0.06 0.21 0.01 0.03
 -------- 09:00 0.08 0.04 0.24 0.02 0.03
 -------- 10:00 0.08 0.03 0.24 0.03 0.03
 06.11.12 11:00 0.07 0.03 0.24 0.04 0.03
 -------- 12:00 0.08 0.01 0.25 0.05 0.03
 -------- 13:00 0.09 0.01 0.25 0.06 0.02
 -------- 14:00 0.10 ---- 0.25 0.07 0.02
 -------- 15:00 0.09 ---- 0.24 0.06 0.02
 06.11.12 16:00 0.08 0.09 0.22 0.05 0.03
 -------- 17:00 0.05 0.11 0.20 0.01 0.01
 -------- 18:00 0.09 0.07 0.27 0.01 0.02
 -------- 19:00 0.07 0.07 0.25 0.02 0.03
 -------- 20:00 0.05 0.09 0.16 0.01 0.01
 06.11.12 21:00 0.04 0.11 0.13 0.01 0.01
 -------- 22:00 0.04 0.12 0.11 0.01 0.02
 -------- 23:00 0.03 0.12 0.12 0.01 0.02
