 Date Time CO OZ NO2 NO PM10
 08.02.13 12:00 0.06 0.08 0.20 0.03 0.06
 -------- 13:00 0.06 0.08 0.20 0.03 0.04
 -------- 14:00 0.08 0.07 0.21 0.03 0.05
 -------- 15:00 0.07 0.04 0.24 0.04 0.05
 -------- 16:00 0.08 0.01 0.30 0.08 0.06
 08.02.13 17:00 0.07 0.01 0.30 0.06 0.05
 -------- 18:00 0.07 0.01 0.30 0.06 0.04
 -------- 19:00 0.07 ---- 0.33 0.07 0.03
 -------- 20:00 0.07 0.02 0.32 0.04 0.04
 -------- 21:00 0.06 0.06 0.25 0.02 0.03
 08.02.13 22:00 0.06 0.04 0.29 0.03 0.03
 -------- 23:00 0.07 0.03 0.33 0.05 0.04
 -------- 00:00 0.06 0.08 0.25 0.02 0.04
 -------- 01:00 0.06 0.06 0.26 0.03 0.03
 -------- 02:00 0.05 0.08 0.23 0.02 0.04
 09.02.13 03:00 0.05 0.11 0.20 0.01 0.03
 -------- 04:00 0.06 0.10 0.21 0.01 0.03
 -------- 05:00 0.04 0.14 0.16 0.01 0.03
 -------- 06:00 0.04 0.14 0.16 0.01 0.03
 -------- 07:00 0.04 0.15 0.14 0.01 0.03
 09.02.13 08:00 0.04 0.15 0.15 0.01 0.03
 -------- 09:00 0.06 0.14 0.16 0.01 0.04
 -------- 10:00 0.05 0.14 0.16 0.01 0.05
 -------- 11:00 0.06 0.13 0.20 0.02 0.05
 -------- 12:00 0.06 0.07 0.26 0.03 0.05
 09.02.13 13:00 0.06 0.12 0.20 0.02 0.04
 -------- 14:00 0.07 0.05 0.30 0.05 0.05
 -------- 15:00 0.07 0.05 0.31 0.05 0.06
 -------- 16:00 0.06 0.06 0.33 0.04 0.06
 -------- 17:00 0.07 0.05 0.35 0.04 0.07
 09.02.13 18:00 0.06 0.06 0.35 0.03 0.06
 -------- 19:00 0.07 0.09 0.32 0.02 0.05
 -------- 20:00 0.06 0.12 0.27 0.01 0.05
 -------- 21:00 0.06 0.07 0.32 0.02 0.05
 -------- 22:00 0.05 0.13 0.24 0.01 0.05
 09.02.13 23:00 0.06 0.14 0.23 0.01 0.05
