 Date Time CO OZ NO2 NO PM10
 26.09.12 00:00 0.04 0.09 0.12 0.01 0.04
 -------- 01:00 0.04 0.09 0.12 0.01 0.03
 -------- 02:00 0.04 0.10 0.11 0.01 0.03
 -------- 03:00 0.04 0.09 0.11 0.01 0.03
 -------- 04:00 0.04 0.08 0.11 0.01 0.04
 26.09.12 05:00 0.04 0.07 0.12 0.01 0.03
 -------- 06:00 0.04 0.05 0.12 0.01 0.03
 -------- 07:00 0.05 0.01 0.16 0.02 0.04
 -------- 08:00 0.06 0.03 0.16 0.04 0.04
 -------- 09:00 0.07 0.05 0.13 0.05 0.05
 26.09.12 10:00 0.06 0.07 0.13 0.05 0.05
 -------- 11:00 0.07 0.08 0.14 0.06 0.05
 -------- 12:00 0.05 0.19 0.14 0.03 0.03
 -------- 13:00 0.05 0.26 0.12 0.01 0.04
 -------- 14:00 0.04 0.24 0.15 0.02 0.04
 26.09.12 15:00 0.05 0.23 0.15 0.01 0.04
 -------- 16:00 0.05 0.20 0.15 0.02 0.04
 -------- 17:00 0.06 0.23 0.16 0.02 0.04
 -------- 18:00 0.04 0.27 0.14 0.01 0.04
 -------- 19:00 0.07 0.10 0.21 0.02 0.05
 26.09.12 20:00 0.08 0.04 0.24 0.02 0.06
 -------- 21:00 0.10 0.02 0.23 0.04 0.05
 -------- 22:00 0.09 0.01 0.24 0.03 0.05
 -------- 23:00 0.09 ---- 0.26 0.04 0.06
 -------- 00:00 0.11 ---- 0.25 0.07 0.06
 27.09.12 01:00 0.12 ---- 0.26 0.11 0.06
 -------- 02:00 0.13 ---- 0.25 0.16 0.06
 -------- 03:00 0.11 ---- 0.23 0.12 0.06
 -------- 04:00 0.09 ---- 0.19 0.13 0.05
 -------- 05:00 0.15 ---- 0.20 0.26 0.07
 27.09.12 06:00 0.19 ---- 0.25 0.40 0.15
 -------- 07:00 0.24 ---- 0.28 0.50 0.15
 -------- 08:00 0.23 ---- 0.28 0.40 0.15
 -------- 09:00 0.17 ---- 0.30 0.26 0.12
 -------- 10:00 0.17 0.01 0.31 0.27 0.15
 27.09.12 11:00 0.13 0.03 0.31 0.16 0.13
 -------- 12:00 0.11 0.08 0.26 0.09 0.11
 -------- 13:00 0.09 0.14 0.23 0.06 0.09
 -------- 14:00 0.06 0.15 0.22 0.04 0.08
 -------- 15:00 0.06 0.11 0.25 0.05 0.09
 27.09.12 16:00 0.07 0.09 0.27 0.04 0.09
 -------- 17:00 0.09 0.08 0.27 0.05 0.10
 -------- 18:00 0.11 0.03 0.31 0.07 0.11
 -------- 19:00 0.11 0.04 0.34 0.07 0.12
 -------- 20:00 0.12 ---- 0.36 0.09 0.12
 27.09.12 21:00 0.10 0.04 0.32 0.06 0.12
 -------- 22:00 0.09 0.04 0.30 0.04 0.10
 -------- 23:00 0.10 0.01 0.33 0.05 0.09
