 Date Time CO OZ NO2 NO PM10
 21.09.12 12:00 0.16 ---- 0.37 0.21 0.14
 -------- 13:00 0.13 ---- 0.32 0.16 0.10
 -------- 14:00 0.09 ---- 0.28 0.10 0.09
 -------- 15:00 0.05 0.23 0.19 0.01 0.07
 -------- 16:00 0.05 0.30 0.18 0.01 0.07
 21.09.12 17:00 0.05 0.31 0.19 0.01 0.07
 -------- 18:00 0.07 0.23 0.23 0.01 0.13
 -------- 19:00 0.07 0.07 0.20 0.01 0.12
 -------- 20:00 0.06 0.09 0.17 0.01 0.07
 -------- 21:00 0.06 0.10 0.16 0.01 0.06
 21.09.12 22:00 0.06 0.06 0.19 0.01 0.06
 -------- 23:00 0.06 0.06 0.20 0.01 0.06
