 Date Time CO OZ NO2 NO PM10
 30.04.13 12:00 0.06 0.18 0.23 0.01 0.08
 -------- 13:00 0.07 0.15 0.25 0.02 0.07
 -------- 14:00 0.07 0.10 0.28 0.02 0.06
 -------- 15:00 0.06 0.10 0.25 0.02 0.06
 -------- 16:00 0.06 0.10 0.22 0.02 0.05
 30.04.13 17:00 0.06 0.12 0.16 0.02 0.04
 -------- 18:00 0.06 0.15 0.14 0.01 0.04
 -------- 19:00 0.04 0.21 0.13 0.01 0.03
 -------- 20:00 0.05 0.21 0.16 0.01 0.05
 -------- 21:00 0.08 0.09 0.31 0.01 0.10
 30.04.13 22:00 0.08 0.09 0.32 0.01 0.09
 -------- 23:00 0.08 0.04 0.37 0.01 0.10
